"id","price","room_type"
843346302324479744,NA,"Entire home/apt"
7760808,478,"Entire home/apt"
1014371143776658304,338,"Entire home/apt"
920393837863515648,NA,"Private room"
1113019757148804992,53,"Entire home/apt"
913910420656026880,160,"Entire home/apt"
925091903833911808,NA,"Entire home/apt"
1101284191239320704,411,"Entire home/apt"
1023372202789074944,NA,"Entire home/apt"
1075541594512550784,53,"Entire home/apt"
187986,NA,"Entire home/apt"
1064301503148118016,635,"Entire home/apt"
1140385401734534016,60,"Private room"
30393998,417,"Entire home/apt"
864253646080660864,NA,"Entire home/apt"
53215623,174,"Entire home/apt"
1122363436937093760,49,"Entire home/apt"
1019776497144844160,NA,"Entire home/apt"
214917,NA,"Entire home/apt"
766661892996786944,296,"Hotel room"
980902455209107328,620,"Entire home/apt"
932676387034547072,NA,"Entire home/apt"
1038394351457314560,NA,"Entire home/apt"
208148,NA,"Entire home/apt"
679610066679499264,155,"Entire home/apt"
1031837294459610368,NA,"Private room"
1036517080314588928,NA,"Entire home/apt"
1037084574043042304,NA,"Entire home/apt"
1038665958636533760,NA,"Entire home/apt"
937693878463193728,NA,"Private room"
946057593303657216,NA,"Entire home/apt"
929040557409885440,NA,"Hotel room"
929041589928050048,NA,"Hotel room"
925069560544358144,NA,"Entire home/apt"
1039057147878209280,145,"Entire home/apt"
571584519885225280,119,"Entire home/apt"
869437892385447168,NA,"Private room"
23990128,NA,"Private room"
1124785781926662784,49,"Entire home/apt"
877443767809046016,NA,"Private room"
1043990142732257536,NA,"Entire home/apt"
871418642369055744,NA,"Private room"
1102082151658183680,49,"Entire home/apt"
939110577314889600,NA,"Entire home/apt"
1095646668147768192,999,"Hotel room"
942997215850557568,NA,"Entire home/apt"
1011136401237659776,83,"Private room"
946117459844792576,NA,"Private room"
1043046,NA,"Entire home/apt"
946135690794019840,NA,"Private room"
946125724471824896,NA,"Private room"
949264702916929664,NA,"Private room"
689329,NA,"Private room"
936752064031781760,100,"Entire home/apt"
882669707179436160,NA,"Private room"
956821647206830848,NA,"Entire home/apt"
1086887827070400896,418,"Entire home/apt"
1073127027385819776,NA,"Entire home/apt"
924600,NA,"Private room"
363016,NA,"Entire home/apt"
1075385949180314880,NA,"Private room"
746448940630442880,495,"Entire home/apt"
1065262230258220416,462,"Private room"
779838,NA,"Entire home/apt"
777327,NA,"Entire home/apt"
437906,NA,"Entire home/apt"
962283885210123520,NA,"Private room"
785097,NA,"Private room"
1080256644381495296,NA,"Entire home/apt"
1080462560309052544,NA,"Entire home/apt"
894558541575176704,NA,"Hotel room"
603053165683406464,199,"Entire home/apt"
5106041,NA,"Entire home/apt"
1126602892983015424,NA,"Private room"
1062478810779287040,49,"Entire home/apt"
4745012,NA,"Entire home/apt"
4453233,NA,"Entire home/apt"
2529085,NA,"Entire home/apt"
3789758,NA,"Entire home/apt"
2518907,NA,"Entire home/apt"
535565578084281216,127,"Entire home/apt"
2620837,NA,"Private room"
2620856,NA,"Private room"
51592852,393,"Entire home/apt"
946078110123918208,NA,"Private room"
946095367566643584,NA,"Private room"
1030038657520362240,492,"Entire home/apt"
289020,NA,"Entire home/apt"
832641952037728000,128,"Hotel room"
1056258930247775488,NA,"Private room"
320877,NA,"Entire home/apt"
758919,NA,"Entire home/apt"
705299351835293312,190,"Entire home/apt"
1219016339909757440,432,"Entire home/apt"
1104483313812454912,49,"Entire home/apt"
886774601762392192,NA,"Private room"
42682391,66,"Private room"
45783587,115,"Entire home/apt"
22850413,NA,"Private room"
954473058461143040,NA,"Private room"
954409858822364544,NA,"Entire home/apt"
955082203256591104,NA,"Entire home/apt"
32940382,70,"Private room"
1077433267729271424,NA,"Entire home/apt"
1078466069601745664,NA,"Entire home/apt"
894553564086334976,NA,"Hotel room"
894434095790244352,NA,"Entire home/apt"
42112694,63,"Private room"
40816977,175,"Entire home/apt"
1127656056268893568,NA,"Private room"
2292366,NA,"Entire home/apt"
3718539,NA,"Entire home/apt"
3701708,NA,"Private room"
4440181,NA,"Private room"
1144198570094669312,125,"Private room"
24157110,NA,"Entire home/apt"
2425222,NA,"Entire home/apt"
53916514,41,"Private room"
22000376,NA,"Entire home/apt"
2489615,NA,"Entire home/apt"
1111892693817795840,60,"Private room"
854904674304723584,53,"Private room"
2974433,NA,"Private room"
2974877,NA,"Entire home/apt"
1145088,NA,"Entire home/apt"
1039996973262353792,59,"Private room"
1171716,NA,"Private room"
1183236,NA,"Private room"
50982601,491,"Entire home/apt"
3265275,NA,"Entire home/apt"
22869573,NA,"Entire home/apt"
1354250,NA,"Entire home/apt"
4803244,NA,"Private room"
3278631,NA,"Private room"
3293842,NA,"Entire home/apt"
4813236,NA,"Private room"
54186567,70,"Private room"
1122532916182362880,NA,"Private room"
23354992,NA,"Private room"
40454134,82,"Private room"
53528553,30,"Private room"
1211483392548287744,570,"Entire home/apt"
3350417,NA,"Private room"
42444354,155,"Entire home/apt"
1682258,NA,"Entire home/apt"
3378576,NA,"Private room"
1095622155895088128,999,"Hotel room"
925671449931187456,43,"Private room"
873344317841191552,47,"Private room"
35996222,120,"Private room"
4044906,NA,"Entire home/apt"
3421020,NA,"Entire home/apt"
1149533863702763008,87,"Private room"
4890335,NA,"Private room"
4901617,NA,"Entire home/apt"
4897673,NA,"Private room"
4611295,NA,"Private room"
1929321,NA,"Entire home/apt"
3442140,NA,"Private room"
877638836723394944,127,"Entire home/apt"
1973889,NA,"Entire home/apt"
920192085939852800,374,"Entire home/apt"
2048796,NA,"Private room"
4638668,NA,"Private room"
4203119,NA,"Private room"
5433746,140,"Private room"
1124865985437068288,159,"Private room"
3531681,NA,"Private room"
2082670,NA,"Private room"
2089273,NA,"Entire home/apt"
4244476,NA,"Private room"
4679967,NA,"Private room"
3554204,NA,"Entire home/apt"
2104588,NA,"Entire home/apt"
905651319684253440,86,"Private room"
53420671,170,"Entire home/apt"
5309448,NA,"Private room"
50249515,45,"Private room"
753790127067166720,350,"Entire home/apt"
5319785,NA,"Entire home/apt"
570289761234523904,176,"Entire home/apt"
3861713,NA,"Private room"
53191182,34,"Private room"
1088995864090222720,49,"Entire home/apt"
3883020,NA,"Entire home/apt"
3105986,NA,"Entire home/apt"
871075220456940544,195,"Private room"
3168120,NA,"Entire home/apt"
1277955,NA,"Entire home/apt"
3181376,NA,"Entire home/apt"
3943879,NA,"Entire home/apt"
3224913,NA,"Entire home/apt"
4513084,NA,"Entire home/apt"
1116961730053926400,NA,"Entire home/apt"
3951363,NA,"Private room"
568889960851600512,170,"Entire home/apt"
3946018,NA,"Entire home/apt"
984843626459844224,337,"Private room"
4785941,NA,"Entire home/apt"
4822324,NA,"Entire home/apt"
1559912,NA,"Entire home/apt"
1551044,NA,"Entire home/apt"
960258169135210624,89,"Private room"
4044625,NA,"Entire home/apt"
4839805,NA,"Private room"
4567518,NA,"Entire home/apt"
1727923,NA,"Entire home/apt"
4850000,NA,"Private room"
1728625,NA,"Entire home/apt"
4574224,NA,"Private room"
4055732,NA,"Private room"
4279323,NA,"Private room"
4279260,NA,"Entire home/apt"
53864193,61,"Private room"
753839622714780416,404,"Entire home/apt"
46527677,190,"Entire home/apt"
1138592729866407680,123,"Entire home/apt"
4329728,NA,"Private room"
5039939,NA,"Private room"
52552429,154,"Entire home/apt"
296361,NA,"Private room"
949940706376643200,NA,"Entire home/apt"
1105971701246484608,223,"Entire home/apt"
29884003,NA,"Private room"
5094593,105,"Private room"
1089142602415929856,61,"Private room"
1050115578412522496,57,"Private room"
750941542611047168,105,"Private room"
48266140,92,"Private room"
1170607520338340608,49,"Private room"
27952742,86,"Private room"
4700809,NA,"Private room"
866698991976612736,450,"Entire home/apt"
4704813,NA,"Entire home/apt"
1107092928265815808,58,"Private room"
872682429699521280,62,"Private room"
1107089414471605376,72,"Private room"
51024266,45,"Private room"
27134257,55,"Private room"
685623390885837440,180,"Private room"
759901,85,"Private room"
51782007,89,"Entire home/apt"
4865387,NA,"Entire home/apt"
1778810,NA,"Private room"
20714088,56,"Private room"
580589040494696448,105,"Entire home/apt"
750914635345448192,85,"Private room"
42315953,50,"Private room"
25971027,NA,"Entire home/apt"
1173206196468921600,54,"Private room"
1136995206770405376,75,"Private room"
997925549638192896,63,"Private room"
656542401937235968,73,"Private room"
28277122,NA,"Private room"
955757854520890112,145,"Private room"
1059574884105026816,189,"Private room"
32940047,85,"Private room"
6421429,64,"Private room"
1122517419630994048,96,"Entire home/apt"
9313942,88,"Private room"
646397294912944128,72,"Private room"
27580964,NA,"Private room"
25503835,71,"Private room"
969514008107126400,55,"Private room"
32801214,90,"Private room"
815302297449439872,135,"Private room"
980015069757960192,60,"Private room"
51804543,60,"Private room"
37536591,90,"Private room"
52791162,45,"Private room"
875953820603062656,75,"Entire home/apt"
741203384678717056,45,"Private room"
11497938,100,"Entire home/apt"
22727785,113,"Private room"
51470664,90,"Private room"
48741152,80,"Private room"
28782669,40,"Private room"
27526504,NA,"Entire home/apt"
798085838750475392,136,"Private room"
17554298,150,"Entire home/apt"
18635370,65,"Private room"
818343840653731968,169,"Private room"
685167872435793408,180,"Private room"
1083396985265703808,116,"Private room"
29831517,78,"Private room"
385824,214,"Entire home/apt"
29516095,NA,"Entire home/apt"
27684910,NA,"Entire home/apt"
32308471,NA,"Private room"
881408547958149760,85,"Private room"
679793888125076096,71,"Private room"
732109804589016320,100,"Entire home/apt"
21899575,136,"Entire home/apt"
967572040503577344,139,"Entire home/apt"
29794702,NA,"Entire home/apt"
712203688268700800,128,"Entire home/apt"
745010507137458560,55,"Entire home/apt"
719008620617546624,70,"Private room"
44191733,160,"Entire home/apt"
105469,114,"Private room"
997093934680612992,63,"Private room"
963153880177022976,80,"Private room"
1100188470327687552,100,"Private room"
41226843,125,"Private room"
605051948071435136,161,"Entire home/apt"
35875206,NA,"Entire home/apt"
37974260,NA,"Private room"
43008963,NA,"Entire home/apt"
49054182,144,"Private room"
905998253119152640,80,"Private room"
53191232,34,"Private room"
1137606587083290112,98,"Entire home/apt"
619523165838380928,159,"Private room"
1212477898608171520,120,"Private room"
792299596251716608,412,"Entire home/apt"
832052519939879680,160,"Entire home/apt"
9392048,67,"Private room"
575932751809366080,175,"Entire home/apt"
872364633069066624,62,"Private room"
16236199,55,"Private room"
52846635,40,"Private room"
790823862952309376,91,"Private room"
47243424,105,"Entire home/apt"
654625640417543296,215,"Entire home/apt"
53527603,150,"Entire home/apt"
53830757,155,"Entire home/apt"
881238250671860480,121,"Private room"
18888212,50,"Private room"
666928089924200576,120,"Entire home/apt"
655119049254518784,60,"Entire home/apt"
34705150,NA,"Entire home/apt"
20026248,332,"Entire home/apt"
32959357,70,"Private room"
9939843,57,"Private room"
182177,225,"Entire home/apt"
838394410576749824,NA,"Hotel room"
63610,114,"Entire home/apt"
49259071,450,"Entire home/apt"
33907325,62,"Private room"
53665546,105,"Entire home/apt"
798465931580249344,103,"Entire home/apt"
39229191,225,"Entire home/apt"
6896737,35,"Private room"
35374230,NA,"Entire home/apt"
839138896528698240,200,"Private room"
539900905376069248,190,"Entire home/apt"
648364867651197824,48,"Private room"
769596899906615936,110,"Entire home/apt"
1961361,NA,"Private room"
35012500,60,"Entire home/apt"
1097167349412198016,53,"Entire home/apt"
41295300,49,"Private room"
597970057292470528,49,"Private room"
51281056,240,"Entire home/apt"
45842314,160,"Entire home/apt"
42343069,NA,"Entire home/apt"
40506862,NA,"Private room"
43164910,NA,"Entire home/apt"
38134421,65,"Private room"
26655705,170,"Entire home/apt"
625945305310477568,44,"Private room"
50652330,NA,"Private room"
872684583358280192,53,"Private room"
48787510,58,"Private room"
1172482872067209472,481,"Private room"
750934716608055936,85,"Private room"
558306500468820864,167,"Entire home/apt"
745780827160085120,120,"Private room"
22705115,100,"Entire home/apt"
965116437418404480,392,"Entire home/apt"
915195382103435136,65,"Private room"
1142047894523674368,433,"Entire home/apt"
761095696161301888,270,"Private room"
8518051,100,"Entire home/apt"
32842295,NA,"Private room"
724513783589902464,66,"Private room"
1187755743089598464,238,"Entire home/apt"
813206527000667520,95,"Entire home/apt"
51411625,45,"Private room"
53292314,NA,"Entire home/apt"
33374241,NA,"Private room"
21568341,89,"Private room"
881361770950607232,121,"Private room"
38522224,88,"Entire home/apt"
1025734531838511616,183,"Entire home/apt"
30314819,NA,"Private room"
36145317,350,"Entire home/apt"
574564294530069632,NA,"Private room"
737536455895522432,89,"Private room"
934275770858075136,120,"Entire home/apt"
27703666,123,"Entire home/apt"
786704154938363136,200,"Entire home/apt"
714494752693308160,79,"Private room"
838398942008603776,NA,"Hotel room"
721017473217995904,82,"Private room"
1035120,135,"Entire home/apt"
973535,70,"Entire home/apt"
674117341675633408,516,"Private room"
52168422,190,"Entire home/apt"
754265542588852608,95,"Entire home/apt"
785740793749619456,70,"Private room"
960106439790909568,65,"Private room"
904021185361827584,70,"Private room"
1157294307824492288,192,"Entire home/apt"
958754072314344576,399,"Entire home/apt"
1039797346411450496,250,"Entire home/apt"
50027063,105,"Entire home/apt"
1142359745115756544,180,"Entire home/apt"
52925691,NA,"Private room"
51883501,NA,"Entire home/apt"
45688140,NA,"Entire home/apt"
1168899697914029568,98,"Entire home/apt"
54164718,NA,"Entire home/apt"
54264164,160,"Entire home/apt"
1100113573480833152,859,"Entire home/apt"
635057394274438784,NA,"Private room"
564332310127293248,NA,"Private room"
12844709,NA,"Private room"
13963005,NA,"Entire home/apt"
16101054,NA,"Entire home/apt"
22450373,65,"Entire home/apt"
918388866035115904,58,"Private room"
50464753,124,"Private room"
51001957,249,"Private room"
21551817,70,"Private room"
979002731170180352,NA,"Private room"
1170382232743463424,153,"Entire home/apt"
45927831,150,"Entire home/apt"
898096440723080704,60,"Private room"
685640439358575104,155,"Private room"
745688948281946880,287,"Entire home/apt"
908168226182126464,94,"Entire home/apt"
815914518377147776,336,"Private room"
648592683552031488,130,"Entire home/apt"
44795562,NA,"Entire home/apt"
1172390447761210112,135,"Entire home/apt"
1224383436224814336,40,"Private room"
884857952376173056,130,"Private room"
43379017,130,"Private room"
1234873714336468736,53,"Private room"
560823556149262656,60,"Private room"
12360254,NA,"Entire home/apt"
12388494,NA,"Entire home/apt"
6006711,NA,"Private room"
12621050,NA,"Private room"
6156442,NA,"Entire home/apt"
6249465,NA,"Private room"
46992098,60,"Private room"
141335,900,"Private room"
40424198,185,"Entire home/apt"
760370608843977344,55,"Private room"
999773762903305984,294,"Entire home/apt"
702747529352284416,100,"Entire home/apt"
1120200764487842944,291,"Private room"
565932625780175936,NA,"Private room"
764627669435933056,95,"Entire home/apt"
904539767594839296,722,"Private room"
46237688,124,"Private room"
13914201,300,"Entire home/apt"
995284415027882368,40,"Private room"
1074677066373263744,51,"Private room"
923919849792767616,120,"Private room"
1017073307219507456,43,"Private room"
1132568650618412928,550,"Entire home/apt"
10065056,NA,"Entire home/apt"
21327327,NA,"Private room"
21343278,NA,"Entire home/apt"
21713358,NA,"Private room"
25421873,NA,"Private room"
28250925,NA,"Private room"
26889078,NA,"Entire home/apt"
26898028,NA,"Private room"
34646244,38,"Private room"
26025308,NA,"Private room"
28715589,NA,"Private room"
28910899,NA,"Private room"
32591290,NA,"Private room"
31076667,NA,"Entire home/apt"
1100955304726400128,NA,"Entire home/apt"
52621315,NA,"Entire home/apt"
955102598808666624,163,"Entire home/apt"
46852430,NA,"Entire home/apt"
21608234,NA,"Private room"
1124927353218071040,500,"Private room"
22062860,NA,"Entire home/apt"
22304663,NA,"Entire home/apt"
23507660,NA,"Entire home/apt"
23019675,NA,"Entire home/apt"
972325698235775360,NA,"Private room"
21961462,NA,"Entire home/apt"
43730511,NA,"Entire home/apt"
23622168,NA,"Entire home/apt"
956315593100013824,NA,"Private room"
1180011036035923200,124,"Entire home/apt"
22434861,NA,"Entire home/apt"
862648661131276928,880,"Entire home/apt"
887698137449826560,159,"Entire home/apt"
29037588,NA,"Entire home/apt"
33908121,NA,"Private room"
30198546,NA,"Private room"
30200473,NA,"Private room"
31884696,NA,"Private room"
30421730,NA,"Entire home/apt"
40676498,NA,"Entire home/apt"
36239518,573,"Private room"
835660547513374720,NA,"Entire home/apt"
846993183774447488,NA,"Private room"
31231904,100,"Entire home/apt"
859225590386560256,NA,"Private room"
918141090813487872,1075,"Entire home/apt"
706367279048593408,NA,"Entire home/apt"
762777419274013952,NA,"Entire home/apt"
42245079,52,"Entire home/apt"
1067591227921878272,119,"Private room"
39742323,NA,"Private room"
42101442,NA,"Private room"
1024174702886524544,70,"Shared room"
38392173,NA,"Entire home/apt"
39150564,NA,"Entire home/apt"
608609524765569792,134,"Entire home/apt"
246351,NA,"Entire home/apt"
8304809,126,"Entire home/apt"
43311037,200,"Entire home/apt"
12433302,230,"Private room"
869112668142050560,NA,"Hotel room"
1099962767379522560,NA,"Private room"
905008189191909376,NA,"Private room"
989770518607950720,NA,"Private room"
999750970389972864,NA,"Private room"
1018974231021734784,NA,"Private room"
849578246398070016,NA,"Private room"
866705350619669376,NA,"Entire home/apt"
430427,NA,"Private room"
583318937810048128,47,"Private room"
44019886,NA,"Entire home/apt"
44121858,NA,"Private room"
45415307,NA,"Private room"
1155101211287750912,516,"Entire home/apt"
45956901,NA,"Entire home/apt"
695479025965530496,NA,"Private room"
45523134,60,"Private room"
45205118,89,"Entire home/apt"
1045577206367237376,185,"Entire home/apt"
2719640,NA,"Entire home/apt"
4538901,NA,"Entire home/apt"
38640810,273,"Private room"
2113431,NA,"Private room"
3646059,NA,"Private room"
1166761969688548352,48,"Entire home/apt"
794900594963152896,56,"Private room"
46991303,100,"Private room"
583319794962810368,48,"Private room"
844999020673083648,34,"Shared room"
1202840148643068928,148,"Private room"
683259855400881152,75,"Private room"
20862285,40,"Private room"
959946117705023872,230,"Entire home/apt"
943707153287511936,85,"Entire home/apt"
1026093383801867776,79,"Entire home/apt"
3725902,NA,"Entire home/apt"
5309343,NA,"Entire home/apt"
29054973,150,"Entire home/apt"
558874976542597760,38,"Private room"
1193858969225065984,48,"Private room"
30286646,220,"Entire home/apt"
1008781781839490048,65,"Private room"
33133218,90,"Entire home/apt"
726112702825047808,130,"Private room"
53615126,71,"Private room"
4037522,99,"Private room"
35045823,109,"Private room"
14195437,39,"Private room"
45734407,70,"Private room"
1187643947804946688,79,"Private room"
44261042,78,"Private room"
885868802981405952,47,"Private room"
46210157,78,"Private room"
795590367691290752,76,"Private room"
1097218520087313664,43,"Private room"
888242317840026880,73,"Private room"
752148998012212096,631,"Entire home/apt"
1173089351527910912,310,"Entire home/apt"
988793135701046016,35,"Private room"
49257438,45,"Private room"
984942864285851008,190,"Entire home/apt"
1009730300768284544,42,"Private room"
995258532592192128,43,"Private room"
1011212992622958336,43,"Private room"
853577103188014720,76,"Private room"
1236446153717958912,46,"Private room"
747899365682604544,NA,"Private room"
1045598581065252736,200,"Entire home/apt"
1027584986416827904,80,"Private room"
676737279656757248,NA,"Private room"
923974573909245696,157,"Entire home/apt"
731852946981388160,1850,"Entire home/apt"
868570078307759744,331,"Entire home/apt"
1166630048403994368,146,"Entire home/apt"
50403442,89,"Private room"
22282513,89,"Private room"
53684288,170,"Entire home/apt"
1179118942440580864,90,"Entire home/apt"
581488,282,"Entire home/apt"
1039719005706038656,139,"Entire home/apt"
38600017,70,"Entire home/apt"
1071872500239300096,296,"Entire home/apt"
42159545,150,"Entire home/apt"
3337808,NA,"Entire home/apt"
1188610736196457216,160,"Entire home/apt"
901659428219334912,214,"Entire home/apt"
744359014870528256,175,"Entire home/apt"
971985344645165824,356,"Entire home/apt"
988727756822039296,54,"Private room"
1148736631621794432,360,"Entire home/apt"
857216097977521024,164,"Entire home/apt"
1181718274221782784,130,"Entire home/apt"
845589524179766528,40,"Private room"
1213046910024169216,143,"Entire home/apt"
500886,149,"Private room"
46899528,37,"Private room"
1159053856755054336,307,"Entire home/apt"
1046903352627025664,300,"Entire home/apt"
683337685088953728,NA,"Entire home/apt"
11790749,NA,"Entire home/apt"
9901614,NA,"Entire home/apt"
7583507,NA,"Private room"
46797479,149,"Entire home/apt"
53722444,NA,"Private room"
13163474,NA,"Entire home/apt"
1214609022039143680,150,"Entire home/apt"
13174320,NA,"Entire home/apt"
10371643,NA,"Private room"
10382430,NA,"Private room"
8523688,NA,"Entire home/apt"
8582762,NA,"Private room"
9523761,NA,"Private room"
11573269,NA,"Entire home/apt"
11573292,NA,"Private room"
46160422,NA,"Entire home/apt"
13556607,118,"Private room"
20465477,NA,"Entire home/apt"
16625310,NA,"Private room"
1198486335945974016,169,"Entire home/apt"
18102867,NA,"Entire home/apt"
18374250,NA,"Private room"
18516103,NA,"Private room"
13489132,NA,"Entire home/apt"
1185613771715320832,NA,"Private room"
37563932,174,"Entire home/apt"
19117322,NA,"Entire home/apt"
13925864,NA,"Entire home/apt"
1171000069967048192,NA,"Private room"
1171000066483916800,NA,"Private room"
1172095047187399168,NA,"Private room"
19558926,NA,"Private room"
1187644761762768128,NA,"Private room"
14856763,NA,"Entire home/apt"
19691179,NA,"Private room"
50790405,NA,"Private room"
27839683,NA,"Entire home/apt"
48950531,150,"Entire home/apt"
25982839,NA,"Entire home/apt"
866893898265506688,503,"Hotel room"
673811142418548096,300,"Entire home/apt"
7602442,NA,"Entire home/apt"
48611645,159,"Entire home/apt"
9944426,NA,"Entire home/apt"
8760775,NA,"Private room"
6651070,NA,"Private room"
9276634,NA,"Entire home/apt"
12850186,NA,"Private room"
9476449,NA,"Entire home/apt"
12917834,NA,"Entire home/apt"
9542827,NA,"Private room"
15513127,NA,"Private room"
15790071,NA,"Private room"
43558157,NA,"Entire home/apt"
20250864,NA,"Private room"
1134279829927555712,183,"Shared room"
43817473,43,"Private room"
919634637929080960,405,"Entire home/apt"
20394608,NA,"Private room"
20420152,NA,"Entire home/apt"
32803072,NA,"Private room"
33424312,NA,"Private room"
35540308,NA,"Hotel room"
31255156,NA,"Entire home/apt"
35219812,NA,"Private room"
34101162,NA,"Entire home/apt"
51184699,NA,"Private room"
40833186,NA,"Private room"
43434011,NA,"Entire home/apt"
36846836,NA,"Private room"
40534352,NA,"Entire home/apt"
52122183,NA,"Private room"
47848239,NA,"Entire home/apt"
53082213,NA,"Private room"
629201476816704512,NA,"Private room"
28391512,74,"Private room"
705072797206705664,NA,"Private room"
708717135139604480,NA,"Entire home/apt"
1195285582587526144,220,"Entire home/apt"
637518053786281984,NA,"Private room"
712234090137382656,NA,"Entire home/apt"
648612556966047488,NA,"Private room"
707396,NA,"Private room"
45300663,NA,"Private room"
1025276529065060864,92,"Entire home/apt"
716819070349981312,124,"Entire home/apt"
664718575675240832,NA,"Entire home/apt"
790767,NA,"Entire home/apt"
902457879472632320,NA,"Entire home/apt"
1102890388283725824,NA,"Private room"
841075,NA,"Entire home/apt"
54466,200,"Private room"
905011571326685824,NA,"Private room"
842494,NA,"Entire home/apt"
1214575572307034624,53,"Private room"
876226945175831424,NA,"Private room"
1036373982586690176,NA,"Hotel room"
21217074,130,"Entire home/apt"
629855,NA,"Private room"
1000315787817203072,NA,"Private room"
865881075739058048,NA,"Entire home/apt"
925090,NA,"Private room"
24154729,NA,"Entire home/apt"
245574,185,"Private room"
24157013,NA,"Entire home/apt"
961525198039829632,NA,"Entire home/apt"
4493526,NA,"Private room"
5298299,NA,"Private room"
33168922,45,"Private room"
1008787472768541440,53,"Private room"
4129909,NA,"Private room"
4190301,NA,"Private room"
2050406,NA,"Entire home/apt"
61406,65,"Private room"
1015591225350692992,40,"Private room"
1040580844273414528,302,"Entire home/apt"
1235815768670969856,52,"Private room"
816897152453807616,NA,"Private room"
801793936441556352,48,"Private room"
40116841,NA,"Private room"
42303999,NA,"Entire home/apt"
50504862,259,"Entire home/apt"
36312999,NA,"Private room"
38104983,NA,"Private room"
36421575,NA,"Private room"
42402892,NA,"Private room"
1181162507748278528,381,"Entire home/apt"
42694266,NA,"Private room"
52331775,97,"Private room"
1183383003000927744,334,"Entire home/apt"
43569876,45,"Private room"
39526252,260,"Entire home/apt"
881850516071417088,82,"Private room"
53903662,113,"Private room"
563246706811573376,60,"Private room"
1137710710386620416,42,"Private room"
1164562487359649280,611,"Entire home/apt"
48998414,73,"Private room"
50490369,189,"Entire home/apt"
796476069779619328,120,"Private room"
856249316379328000,210,"Entire home/apt"
5287733,85,"Private room"
652993992835732992,64,"Private room"
1071310943345107840,58,"Private room"
1074849421491993088,79,"Private room"
34337267,106,"Entire home/apt"
879940798328309760,250,"Entire home/apt"
686088987656857856,111,"Entire home/apt"
31277426,225,"Entire home/apt"
555035387107768768,46,"Private room"
47305871,62,"Private room"
1201240426079642880,119,"Entire home/apt"
28626504,67,"Private room"
43388308,40,"Private room"
50870707,110,"Private room"
1122517963920692224,42,"Private room"
925972113260290176,48,"Private room"
26249051,250,"Entire home/apt"
47848693,75,"Private room"
47250386,75,"Private room"
555038069440891520,46,"Private room"
18583467,79,"Private room"
53689694,36,"Private room"
901545811560679296,125,"Private room"
32477130,124,"Entire home/apt"
28891434,167,"Entire home/apt"
1014451706512063616,42,"Private room"
988787058900567296,35,"Private room"
613798700673277696,148,"Entire home/apt"
591883582403156096,180,"Entire home/apt"
397034,126,"Private room"
3549798,100,"Entire home/apt"
958950632863485952,318,"Shared room"
1049719900492224000,450,"Entire home/apt"
7114665,NA,"Private room"
9692090,NA,"Private room"
9839906,NA,"Private room"
1010092233694522880,49,"Private room"
46849273,82,"Private room"
10540876,123,"Entire home/apt"
910071992790199296,43,"Private room"
835578165539770240,154,"Entire home/apt"
999838216919170560,176,"Entire home/apt"
1197797780686529024,500,"Entire home/apt"
835571088239400064,154,"Entire home/apt"
7950368,NA,"Entire home/apt"
12375976,NA,"Entire home/apt"
10173750,NA,"Private room"
5558242,NA,"Entire home/apt"
5846654,NA,"Entire home/apt"
8610093,NA,"Entire home/apt"
8796876,NA,"Private room"
6220514,NA,"Entire home/apt"
6627668,NA,"Private room"
6645224,NA,"Private room"
52039176,189,"Private room"
11320482,NA,"Private room"
9513152,NA,"Private room"
9514860,NA,"Entire home/apt"
53010674,250,"Entire home/apt"
7500390,NA,"Private room"
1160806443271654400,NA,"Private room"
1170182963226148096,NA,"Entire home/apt"
9943427,NA,"Private room"
7748044,NA,"Private room"
1090617582725521664,195,"Entire home/apt"
7749239,NA,"Entire home/apt"
1040578934356733824,351,"Entire home/apt"
7842116,NA,"Private room"
795586217992659840,74,"Private room"
18487817,NA,"Private room"
13745898,NA,"Entire home/apt"
19094558,NA,"Private room"
19583464,NA,"Entire home/apt"
1097189476704713856,56,"Private room"
657441930493975680,300,"Entire home/apt"
684815654246207744,1850,"Entire home/apt"
1006579966989927040,100,"Entire home/apt"
985784657564256640,50,"Private room"
7803828,47,"Private room"
21296249,NA,"Private room"
885677795587208192,131,"Entire home/apt"
776119767278811136,74,"Private room"
1009851356023226496,349,"Entire home/apt"
1085617865664396416,88,"Private room"
46725493,58,"Entire home/apt"
1035375383695403008,438,"Entire home/apt"
11564960,NA,"Entire home/apt"
9634829,NA,"Private room"
11716947,NA,"Private room"
16650612,NA,"Entire home/apt"
20826953,NA,"Private room"
17558223,NA,"Entire home/apt"
17635569,NA,"Private room"
555034459812571136,44,"Private room"
566099298837722368,180,"Entire home/apt"
31668461,150,"Entire home/apt"
1087559244367558528,300,"Entire home/apt"
1162546037389644800,105,"Entire home/apt"
1034878442347631872,569,"Entire home/apt"
4666584,450,"Entire home/apt"
798865077636662656,47,"Private room"
695645035940802688,101,"Entire home/apt"
42693963,NA,"Private room"
1035940967027764736,330,"Entire home/apt"
9717662,NA,"Private room"
9730784,NA,"Private room"
21461615,NA,"Private room"
590116798933408128,42,"Private room"
1192340357267945216,87,"Entire home/apt"
29760980,298,"Entire home/apt"
51265152,100,"Entire home/apt"
988769713780158592,48,"Private room"
736963295195292160,386,"Entire home/apt"
958119013921571840,129,"Entire home/apt"
991445007509446400,63,"Private room"
