"latitude","longitude","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","price","room_type","numb_dollar"
40.64547,-73.90211,"Neighborhood highlights","Canarsie","Brooklyn",104,"Private room",104
40.7639766,-73.9934938,"Neighborhood highlights","Hell's Kitchen","Manhattan",250,"Entire home/apt",250
40.7413796,-73.9779983,"Neighborhood highlights","Kips Bay","Manhattan",302,"Entire home/apt",302
40.67066,-73.92228,"Neighborhood highlights","Crown Heights","Brooklyn",NA,"Entire home/apt",NA
40.7151591,-74.006685,"Neighborhood highlights","Tribeca","Manhattan",1602,"Entire home/apt",1602
40.7005538409422,-73.9228211242247,"Neighborhood highlights","Bushwick","Brooklyn",NA,"Private room",NA
40.70705,-73.95397,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Entire home/apt",NA
40.7563877707897,-73.9701484690034,"Neighborhood highlights","Midtown","Manhattan",1359,"Hotel room",1359
40.79813,-73.97022,"Neighborhood highlights","Upper West Side","Manhattan",NA,"Entire home/apt",NA
40.70456,-73.94207,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Private room",NA
40.71217,-73.94664,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Entire home/apt",NA
40.66962,-73.98264,"","Park Slope","Brooklyn",NA,"Private room",NA
40.83873,-73.94163,"Neighborhood highlights","Washington Heights","Manhattan",NA,"Entire home/apt",NA
40.7117,-73.98671,"","Lower East Side","Manhattan",NA,"Shared room",NA
40.75116,-73.98477,"Neighborhood highlights","Midtown","Manhattan",848,"Entire home/apt",848
40.75117,-73.98656,"","Midtown","Manhattan",NA,"Entire home/apt",NA
40.73636,-73.9976,"Neighborhood highlights","West Village","Manhattan",NA,"Entire home/apt",NA
40.7629644,-73.9920309,"Neighborhood highlights","Hell's Kitchen","Manhattan",181,"Entire home/apt",181
40.7520569323775,-73.9842685280849,"Neighborhood highlights","Midtown","Manhattan",334,"Entire home/apt",334
40.74772,-73.89788,"Neighborhood highlights","Woodside","Queens",NA,"Private room",NA
40.64114,-73.98007,"","Kensington","Brooklyn",NA,"Entire home/apt",NA
40.7402195,-73.9795651,"Neighborhood highlights","Kips Bay","Manhattan",293,"Entire home/apt",293
40.75568,-73.96908,"Neighborhood highlights","Midtown","Manhattan",999,"Entire home/apt",999
40.76089,-73.98409,"","Theater District","Manhattan",90,"Private room",90
40.68556,-73.93779,"","Bedford-Stuyvesant","Brooklyn",150,"Entire home/apt",150
40.74414,-74.00385,"Neighborhood highlights","Chelsea","Manhattan",NA,"Entire home/apt",NA
40.72383,-73.94352,"Neighborhood highlights","Greenpoint","Brooklyn",NA,"Private room",NA
40.6809,-73.91935,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",NA,"Private room",NA
40.75564,-73.82214,"","Flushing","Queens",NA,"Private room",NA
40.74431,-73.92326,"Neighborhood highlights","Sunnyside","Queens",NA,"Private room",NA
40.7571756297768,-73.9705469641547,"Neighborhood highlights","Midtown","Manhattan",1989,"Hotel room",1989
40.76453,-73.98366,"Neighborhood highlights","Midtown","Manhattan",NA,"Entire home/apt",NA
40.70256,-73.92385,"Neighborhood highlights","Bushwick","Brooklyn",NA,"Entire home/apt",NA
40.70514,-73.92776,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Private room",NA
40.77257,-73.98657,"","Upper West Side","Manhattan",NA,"Entire home/apt",NA
40.85024,-73.93428,"Neighborhood highlights","Washington Heights","Manhattan",NA,"Private room",NA
40.74623,-73.98499,"Neighborhood highlights","Midtown","Manhattan",466,"Hotel room",466
40.66424,-73.98685,"","South Slope","Brooklyn",NA,"Entire home/apt",NA
40.73525,-73.87758,"Neighborhood highlights","Elmhurst","Queens",NA,"Entire home/apt",NA
40.70261,-73.94373,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Private room",NA
40.7566877553455,-73.970217098834,"Neighborhood highlights","Midtown","Manhattan",999,"Hotel room",999
40.74006,-73.92764,"Neighborhood highlights","Sunnyside","Queens",NA,"Private room",NA
40.6843,-73.77658,"","Jamaica","Queens",57,"Entire home/apt",57
40.66563,-73.93173,"Neighborhood highlights","Crown Heights","Brooklyn",NA,"Entire home/apt",NA
40.6837,-73.96115,"Neighborhood highlights","Clinton Hill","Brooklyn",NA,"Entire home/apt",NA
40.69397,-73.92767,"Neighborhood highlights","Bushwick","Brooklyn",NA,"Entire home/apt",NA
40.7548030164652,-73.9740989067017,"Neighborhood highlights","Midtown","Manhattan",484,"Entire home/apt",484
40.75659,-73.96928,"Neighborhood highlights","Midtown","Manhattan",861,"Entire home/apt",861
40.7426398119878,-73.8930804411601,"Neighborhood highlights","Woodside","Queens",NA,"Private room",NA
40.71051,-74.01724,"Neighborhood highlights","Battery Park City","Manhattan",NA,"Private room",NA
40.81149,-73.95122,"Neighborhood highlights","Harlem","Manhattan",NA,"Entire home/apt",NA
40.67467,-73.95922,"Neighborhood highlights","Crown Heights","Brooklyn",NA,"Private room",NA
40.70264,-73.94418,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Private room",NA
40.74176,-73.89036,"Neighborhood highlights","Elmhurst","Queens",NA,"Entire home/apt",NA
40.72996,-74.0079,"Neighborhood highlights","West Village","Manhattan",NA,"Entire home/apt",NA
40.74458,-73.89391,"Neighborhood highlights","Woodside","Queens",NA,"Private room",NA
40.70466,-74.00568,"","Financial District","Manhattan",NA,"Private room",NA
40.64695,-73.96612,"Neighborhood highlights","Flatbush","Brooklyn",NA,"Entire home/apt",NA
40.71478,-73.96382,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Private room",NA
40.71961,-73.98373,"Neighborhood highlights","Lower East Side","Manhattan",NA,"Entire home/apt",NA
40.70288,-73.98717,"","DUMBO","Brooklyn",NA,"Entire home/apt",NA
40.77517,-73.9456,"Neighborhood highlights","Upper East Side","Manhattan",NA,"Entire home/apt",NA
40.67872,-73.89037,"Neighborhood highlights","Cypress Hills","Brooklyn",NA,"Private room",NA
40.75107,-73.98469,"Neighborhood highlights","Midtown","Manhattan",658,"Entire home/apt",658
40.66311,-73.94583,"Neighborhood highlights","Prospect-Lefferts Gardens","Brooklyn",NA,"Entire home/apt",NA
40.70431,-73.94365,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Private room",NA
40.73807,-73.99693,"Neighborhood highlights","Chelsea","Manhattan",NA,"Entire home/apt",NA
40.70429,-73.94384,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Private room",NA
40.74098,-73.89653,"Neighborhood highlights","Woodside","Queens",NA,"Private room",NA
40.75153,-73.97961,"","Murray Hill","Manhattan",NA,"Entire home/apt",NA
40.7450191,-73.9780535,"Neighborhood highlights","Kips Bay","Manhattan",376,"Entire home/apt",376
40.76711,-73.96084,"","Upper East Side","Manhattan",NA,"Entire home/apt",NA
40.75552,-73.97319,"Neighborhood highlights","Midtown","Manhattan",334,"Entire home/apt",334
40.755268,-73.997353,"","Hell's Kitchen","Manhattan",NA,"Private room",NA
40.68823,-73.92191,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",299,"Entire home/apt",299
40.752754208539,-73.9727228786621,"","Midtown","Manhattan",211,"Entire home/apt",211
40.7483,-73.98678,"","Midtown","Manhattan",260,"Entire home/apt",260
40.80649,-73.94163,"Neighborhood highlights","East Harlem","Manhattan",NA,"Private room",NA
40.7703,-73.96115,"Neighborhood highlights","Upper East Side","Manhattan",NA,"Entire home/apt",NA
40.69644,-73.92295,"Neighborhood highlights","Bushwick","Brooklyn",NA,"Private room",NA
40.6939910805909,-73.8241429327989,"","Richmond Hill","Queens",69,"Private room",69
40.76373,-73.82058,"Neighborhood highlights","Flushing","Queens",37,"Private room",37
40.59614,-73.7942,"Neighborhood highlights","Arverne","Queens",115,"Private room",115
40.75436,-73.99391,"Neighborhood highlights","Hell's Kitchen","Manhattan",659,"Private room",659
40.76038,-73.99235,"","Hell's Kitchen","Manhattan",NA,"Private room",NA
40.75436,-73.99391,"Neighborhood highlights","Hell's Kitchen","Manhattan",470,"Private room",470
40.75806,-73.96935,"Neighborhood highlights","Midtown","Manhattan",199,"Entire home/apt",199
40.7587474249509,-73.9922637837595,"Neighborhood highlights","Hell's Kitchen","Manhattan",600,"Entire home/apt",600
40.74282,-73.89481,"Neighborhood highlights","Woodside","Queens",NA,"Private room",NA
40.68844,-73.93529,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",NA,"Private room",NA
40.80076,-73.95608,"","Harlem","Manhattan",NA,"Entire home/apt",NA
40.76037,-73.96219,"Neighborhood highlights","Upper East Side","Manhattan",155,"Entire home/apt",155
40.73433,-74.00669,"Neighborhood highlights","West Village","Manhattan",NA,"Entire home/apt",NA
40.69655,-73.94357,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",NA,"Private room",NA
40.76207,-73.85989,"Neighborhood highlights","East Elmhurst","Queens",NA,"Entire home/apt",NA
40.74093,-73.98298,"Neighborhood highlights","Kips Bay","Manhattan",NA,"Entire home/apt",NA
40.74426,-73.97829,"Neighborhood highlights","Kips Bay","Manhattan",175,"Entire home/apt",175
40.7629644,-73.9920309,"Neighborhood highlights","Hell's Kitchen","Manhattan",218,"Entire home/apt",218
40.7410961,-73.9782523,"Neighborhood highlights","Kips Bay","Manhattan",481,"Entire home/apt",481
40.70401,-73.94213,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Private room",NA
40.79702,-73.97281,"Neighborhood highlights","Upper West Side","Manhattan",NA,"Entire home/apt",NA
40.70709,-73.9665,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Entire home/apt",NA
40.7563655198533,-73.9767898678848,"","Midtown","Manhattan",1200,"Private room",1200
40.74564,-74.00255,"Neighborhood highlights","Chelsea","Manhattan",295,"Entire home/apt",295
40.7207,-73.99299,"","Lower East Side","Manhattan",130,"Entire home/apt",130
40.72106,-73.97981,"Neighborhood highlights","East Village","Manhattan",NA,"Entire home/apt",NA
40.70467,-73.95103,"","Williamsburg","Brooklyn",NA,"Entire home/apt",NA
40.7593731217097,-73.9921402413051,"","Hell's Kitchen","Manhattan",216,"Entire home/apt",216
40.74404,-73.98164,"","Midtown","Manhattan",428,"Entire home/apt",428
40.69061,-73.7564,"Neighborhood highlights","St. Albans","Queens",NA,"Entire home/apt",NA
40.67648,-74.00563,"Neighborhood highlights","Red Hook","Brooklyn",NA,"Private room",NA
40.71028,-73.90738,"","Ridgewood","Queens",NA,"Private room",NA
40.63161,-73.99684,"Neighborhood highlights","Borough Park","Brooklyn",NA,"Private room",NA
40.76579,-73.9095,"Neighborhood highlights","Astoria","Queens",NA,"Private room",NA
40.74193,-73.88844,"Neighborhood highlights","Elmhurst","Queens",NA,"Private room",NA
40.74792,-73.98283,"Neighborhood highlights","Midtown","Manhattan",334,"Entire home/apt",334
40.72306,-73.98148,"Neighborhood highlights","East Village","Manhattan",NA,"Entire home/apt",NA
40.74331,-73.88896,"Neighborhood highlights","Elmhurst","Queens",NA,"Entire home/apt",NA
40.69001,-73.92452,"","Bedford-Stuyvesant","Brooklyn",NA,"Entire home/apt",NA
40.69526,-73.96439,"","Clinton Hill","Brooklyn",NA,"Entire home/apt",NA
40.85988,-73.90284,"","Fordham","Bronx",NA,"Private room",NA
40.68232,-73.91747,"","Bedford-Stuyvesant","Brooklyn",NA,"Entire home/apt",NA
40.76086,-73.9219,"Neighborhood highlights","Astoria","Queens",NA,"Private room",NA
40.82649,-73.94434,"Neighborhood highlights","Harlem","Manhattan",NA,"Entire home/apt",NA
40.70732,-73.91408,"Neighborhood highlights","Ridgewood","Queens",NA,"Entire home/apt",NA
40.71222,-73.94431,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Private room",NA
40.82792,-73.91151,"","Morrisania","Bronx",NA,"Shared room",NA
40.71839,-73.9576,"","Williamsburg","Brooklyn",285,"Entire home/apt",285
40.76366,-73.97555,"","Midtown","Manhattan",NA,"Entire home/apt",NA
40.75588,-73.96335,"Neighborhood highlights","Midtown","Manhattan",NA,"Entire home/apt",NA
40.8467016401055,-73.8485629066966,"Neighborhood highlights","Morris Park","Bronx",120,"Private room",120
40.71768,-73.73094,"","Queens Village","Queens",190,"Entire home/apt",190
40.80262,-73.96281,"","Morningside Heights","Manhattan",NA,"Entire home/apt",NA
40.68021,-73.77629,"Neighborhood highlights","Jamaica","Queens",42,"Private room",42
40.68528,-73.93984,"","Bedford-Stuyvesant","Brooklyn",400,"Entire home/apt",400
40.7532239468172,-73.9863103694387,"Neighborhood highlights","Midtown","Manhattan",138,"Entire home/apt",138
40.76164,-73.9924,"Neighborhood highlights","Hell's Kitchen","Manhattan",NA,"Private room",NA
40.74191,-73.99115,"Neighborhood highlights","Flatiron District","Manhattan",NA,"Entire home/apt",NA
40.7559436,-73.9801871,"","Midtown","Manhattan",234,"Private room",234
40.67397,-73.97557,"Neighborhood highlights","Park Slope","Brooklyn",NA,"Entire home/apt",NA
40.728,-73.74948,"Neighborhood highlights","Queens Village","Queens",NA,"Entire home/apt",NA
40.7214,-73.99402,"Neighborhood highlights","Nolita","Manhattan",NA,"Private room",NA
40.81656,-73.94772,"Neighborhood highlights","Harlem","Manhattan",NA,"Private room",NA
40.68762,-73.91605,"Neighborhood highlights","Bushwick","Brooklyn",NA,"Private room",NA
40.7494388796637,-73.9870027508711,"Neighborhood highlights","Midtown","Manhattan",615,"Entire home/apt",615
40.78242,-73.841,"","College Point","Queens",NA,"Private room",NA
40.76383,-73.86367,"Neighborhood highlights","East Elmhurst","Queens",NA,"Entire home/apt",NA
40.59152,-73.78752,"","Arverne","Queens",NA,"Private room",NA
40.67441,-73.97295,"Neighborhood highlights","Park Slope","Brooklyn",NA,"Entire home/apt",NA
40.7552691,-73.9973543,"","Hell's Kitchen","Manhattan",NA,"Private room",NA
40.73005,-73.95188,"","Greenpoint","Brooklyn",NA,"Entire home/apt",NA
40.7413796,-73.9779983,"Neighborhood highlights","Kips Bay","Manhattan",435,"Entire home/apt",435
40.80624,-73.95634,"Neighborhood highlights","Harlem","Manhattan",NA,"Private room",NA
40.7089,-73.9665,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Entire home/apt",NA
40.79615,-73.97578,"Neighborhood highlights","Upper West Side","Manhattan",NA,"Entire home/apt",NA
40.7265869834834,-73.9884850118434,"Neighborhood highlights","East Village","Manhattan",281,"Entire home/apt",281
40.7543544438231,-73.9755715032553,"Neighborhood highlights","Midtown","Manhattan",472,"Entire home/apt",472
40.7229,-73.94317,"Neighborhood highlights","Greenpoint","Brooklyn",NA,"Private room",NA
40.72108,-73.98778,"Neighborhood highlights","Lower East Side","Manhattan",NA,"Entire home/apt",NA
40.7549855641755,-73.9701901535164,"Neighborhood highlights","Midtown","Manhattan",1000,"Entire home/apt",1000
40.67481,-73.80961,"Neighborhood highlights","South Ozone Park","Queens",85,"Entire home/apt",85
40.691757,-73.818725,"Neighborhood highlights","Richmond Hill","Queens",145,"Entire home/apt",145
40.6270080226309,-73.9036193715479,"","Bergen Beach","Brooklyn",150,"Entire home/apt",150
40.68189,-73.96166,"Neighborhood highlights","Clinton Hill","Brooklyn",NA,"Entire home/apt",NA
40.75575,-73.96809,"Neighborhood highlights","Midtown","Manhattan",NA,"Entire home/apt",NA
40.76132,-73.99338,"Neighborhood highlights","Hell's Kitchen","Manhattan",NA,"Private room",NA
40.7435688516258,-73.9860883809432,"Neighborhood highlights","Midtown","Manhattan",275,"Entire home/apt",275
40.72733,-73.98419,"Neighborhood highlights","East Village","Manhattan",NA,"Private room",NA
40.71754,-73.9423,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Entire home/apt",NA
40.7233,-73.85822,"","Rego Park","Queens",NA,"Private room",NA
40.69806,-73.93621,"Neighborhood highlights","Bushwick","Brooklyn",NA,"Entire home/apt",NA
40.72173,-73.99353,"Neighborhood highlights","Lower East Side","Manhattan",NA,"Entire home/apt",NA
40.66024,-73.74758,"Neighborhood highlights","Rosedale","Queens",301,"Entire home/apt",301
40.85529,-73.92779,"Neighborhood highlights","Washington Heights","Manhattan",NA,"Private room",NA
40.75358,-73.97244,"Neighborhood highlights","Midtown","Manhattan",NA,"Private room",NA
40.74771,-73.97908,"","Murray Hill","Manhattan",NA,"Hotel room",NA
40.74806,-73.97892,"","Murray Hill","Manhattan",NA,"Hotel room",NA
40.7483916500278,-73.9875991134249,"","Midtown","Manhattan",156,"Private room",156
40.7395869,-73.9815163,"Neighborhood highlights","Kips Bay","Manhattan",320,"Entire home/apt",320
40.73789,-73.9922,"Neighborhood highlights","Chelsea","Manhattan",NA,"Entire home/apt",NA
40.76588,-73.86285,"Neighborhood highlights","East Elmhurst","Queens",NA,"Entire home/apt",NA
40.74101,-73.89222,"","Woodside","Queens",NA,"Private room",NA
40.74829,-73.98801,"Neighborhood highlights","Midtown","Manhattan",NA,"Entire home/apt",NA
40.75436,-73.99391,"Neighborhood highlights","Hell's Kitchen","Manhattan",402,"Private room",402
40.76406,-73.97821,"Neighborhood highlights","Midtown","Manhattan",267,"Entire home/apt",267
40.75436,-73.99391,"Neighborhood highlights","Hell's Kitchen","Manhattan",573,"Private room",573
40.764503,-73.984047,"","Midtown","Manhattan",314,"Entire home/apt",314
40.756,-73.99632,"","Hell's Kitchen","Manhattan",NA,"Private room",NA
40.7033,-73.94197,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Private room",NA
40.64095,-73.96185,"Neighborhood highlights","Flatbush","Brooklyn",NA,"Private room",NA
40.64776,-73.9756,"Neighborhood highlights","Kensington","Brooklyn",NA,"Entire home/apt",NA
40.71209,-73.7319,"Neighborhood highlights","Queens Village","Queens",182,"Entire home/apt",182
40.749619,-73.978173,"","Murray Hill","Manhattan",345,"Private room",345
40.69317,-73.90737,"Neighborhood highlights","Bushwick","Brooklyn",NA,"Private room",NA
40.6822414933968,-73.9181412424942,"","Bedford-Stuyvesant","Brooklyn",65,"Private room",65
40.67337,-73.94967,"Neighborhood highlights","Crown Heights","Brooklyn",NA,"Private room",NA
40.7858,-73.97867,"Neighborhood highlights","Upper West Side","Manhattan",NA,"Entire home/apt",NA
40.76598,-73.97978,"Neighborhood highlights","Midtown","Manhattan",2408,"Entire home/apt",2408
40.76148,-73.99424,"Neighborhood highlights","Hell's Kitchen","Manhattan",NA,"Private room",NA
40.73781,-73.92719,"Neighborhood highlights","Sunnyside","Queens",NA,"Private room",NA
40.70597,-74.0106,"","Financial District","Manhattan",NA,"Entire home/apt",NA
40.68948,-73.90678,"Neighborhood highlights","Bushwick","Brooklyn",NA,"Private room",NA
40.73502,-73.99342,"","Greenwich Village","Manhattan",NA,"Entire home/apt",NA
40.72063,-73.99421,"Neighborhood highlights","Nolita","Manhattan",NA,"Private room",NA
40.62071,-73.93633,"Neighborhood highlights","Flatlands","Brooklyn",NA,"Entire home/apt",NA
40.7404310073307,-73.9815514912414,"","Kips Bay","Manhattan",200,"Entire home/apt",200
40.72428,-73.99579,"Neighborhood highlights","Nolita","Manhattan",275,"Private room",275
40.74684,-73.98584,"Neighborhood highlights","Midtown","Manhattan",334,"Entire home/apt",334
40.75625,-73.99761,"","Hell's Kitchen","Manhattan",NA,"Private room",NA
40.575386971585,-74.1046825880719,"Neighborhood highlights","Midland Beach","Staten Island",48,"Private room",48
40.71589,-73.96303,"","Williamsburg","Brooklyn",NA,"Entire home/apt",NA
40.76624,-73.93338,"Neighborhood highlights","Astoria","Queens",NA,"Entire home/apt",NA
40.6892,-73.92738,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",NA,"Entire home/apt",NA
40.7444873211052,-73.9859770751314,"Neighborhood highlights","Midtown","Manhattan",1363,"Entire home/apt",1363
40.82921,-73.94481,"Neighborhood highlights","Harlem","Manhattan",NA,"Entire home/apt",NA
40.81527,-73.95105,"","Harlem","Manhattan",NA,"Private room",NA
40.75425,-73.99776,"","Hell's Kitchen","Manhattan",NA,"Private room",NA
40.755268,-73.997353,"Neighborhood highlights","Hell's Kitchen","Manhattan",NA,"Private room",NA
40.75094,-73.94251,"","Long Island City","Queens",NA,"Entire home/apt",NA
40.80185,-73.96557,"Neighborhood highlights","Upper West Side","Manhattan",NA,"Entire home/apt",NA
40.63811,-73.96016,"Neighborhood highlights","Flatbush","Brooklyn",NA,"Entire home/apt",NA
40.75301,-73.99001,"Neighborhood highlights","Midtown","Manhattan",714,"Entire home/apt",714
40.71649,-73.95255,"","Williamsburg","Brooklyn",NA,"Entire home/apt",NA
40.71943,-73.95365,"Neighborhood highlights","Greenpoint","Brooklyn",NA,"Entire home/apt",NA
40.74128,-73.89793,"Neighborhood highlights","Woodside","Queens",NA,"Private room",NA
40.755452699958,-73.9703968744283,"Neighborhood highlights","Midtown","Manhattan",1999,"Hotel room",1999
40.75338,-73.9935,"","Hell's Kitchen","Manhattan",1200,"Entire home/apt",1200
40.73176,-73.98447,"Neighborhood highlights","East Village","Manhattan",NA,"Entire home/apt",NA
40.66519,-73.95963,"Neighborhood highlights","Crown Heights","Brooklyn",NA,"Entire home/apt",NA
40.6789,-73.97216,"","Prospect Heights","Brooklyn",NA,"Entire home/apt",NA
40.71556,-74.0105,"Neighborhood highlights","Tribeca","Manhattan",647,"Entire home/apt",647
40.75342,-73.99162,"Neighborhood highlights","Midtown","Manhattan",334,"Entire home/apt",334
40.75877,-73.99221,"","Hell's Kitchen","Manhattan",330,"Entire home/apt",330
40.70734,-73.81461,"Neighborhood highlights","Briarwood","Queens",NA,"Entire home/apt",NA
40.7157703502538,-73.9942171013528,"Neighborhood highlights","Chinatown","Manhattan",NA,"Private room",NA
40.82501,-73.94417,"Neighborhood highlights","Harlem","Manhattan",NA,"Private room",NA
40.7410961,-73.9782523,"Neighborhood highlights","Kips Bay","Manhattan",301,"Entire home/apt",301
40.7466456697702,-73.8927670144618,"Neighborhood highlights","Woodside","Queens",NA,"Private room",NA
40.744043077812,-73.9815449776947,"Neighborhood highlights","Midtown","Manhattan",249,"Entire home/apt",249
40.76474,-73.97667,"","Midtown","Manhattan",NA,"Entire home/apt",NA
40.76049,-73.96167,"Neighborhood highlights","Upper East Side","Manhattan",165,"Entire home/apt",165
40.68629,-73.93082,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",NA,"Entire home/apt",NA
40.74953,-73.97849,"","Murray Hill","Manhattan",NA,"Hotel room",NA
40.7467872276348,-73.9867244300273,"","Midtown","Manhattan",105,"Private room",105
40.66139,-73.9529,"Neighborhood highlights","Prospect-Lefferts Gardens","Brooklyn",NA,"Entire home/apt",NA
40.70993,-73.95057,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Entire home/apt",NA
40.83508,-73.88876,"","East Morrisania","Bronx",NA,"Private room",NA
40.70692,-73.93333,"","Williamsburg","Brooklyn",NA,"Private room",NA
40.70613,-73.933,"","Williamsburg","Brooklyn",NA,"Private room",NA
40.75061,-73.98657,"Neighborhood highlights","Midtown","Manhattan",658,"Entire home/apt",658
40.73775,-73.92567,"Neighborhood highlights","Sunnyside","Queens",NA,"Private room",NA
40.6837178,-73.9075299,"","Bushwick","Brooklyn",75,"Private room",75
40.70665,-73.96588,"Neighborhood highlights","Williamsburg","Brooklyn",NA,"Entire home/apt",NA
40.68472,-73.9175,"","Bedford-Stuyvesant","Brooklyn",NA,"Entire home/apt",NA
40.74228,-73.95708,"","Long Island City","Queens",NA,"Private room",NA
40.68488,-73.91566,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",178,"Private room",178
40.70946,-73.94177,"","Williamsburg","Brooklyn",NA,"Entire home/apt",NA
40.75031,-73.98178,"Neighborhood highlights","Midtown","Manhattan",842,"Entire home/apt",842
40.7423168877789,-73.9812654110177,"","Kips Bay","Manhattan",700,"Entire home/apt",700
40.77376,-73.9224,"Neighborhood highlights","Astoria","Queens",NA,"Private room",NA
40.71629,-73.95417,"","Williamsburg","Brooklyn",NA,"Entire home/apt",NA
40.68192,-73.99712,"Neighborhood highlights","Carroll Gardens","Brooklyn",NA,"Entire home/apt",NA
40.743,-73.90464,"Neighborhood highlights","Woodside","Queens",NA,"Private room",NA
40.71638,-73.95088,"","Williamsburg","Brooklyn",NA,"Private room",NA
40.77895,-73.91737,"Neighborhood highlights","Ditmars Steinway","Queens",NA,"Entire home/apt",NA
40.69313,-73.90613,"Neighborhood highlights","Bushwick","Brooklyn",NA,"Private room",NA
40.74788,-73.89816,"Neighborhood highlights","Woodside","Queens",NA,"Private room",NA
40.80645,-73.93959,"","East Harlem","Manhattan",NA,"Private room",NA
40.68681,-73.93054,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",NA,"Private room",NA
40.7545125313599,-73.9809129764321,"Neighborhood highlights","Midtown","Manhattan",703,"Entire home/apt",703
40.73046,-73.98915,"Neighborhood highlights","East Village","Manhattan",225,"Entire home/apt",225
40.77769,-73.78206,"Neighborhood highlights","Bay Terrace","Queens",NA,"Entire home/apt",NA
40.75321,-73.98604,"Neighborhood highlights","Midtown","Manhattan",1116,"Entire home/apt",1116
40.67917,-74.00608,"Neighborhood highlights","Red Hook","Brooklyn",NA,"Entire home/apt",NA
40.77267,-73.95715,"","Upper East Side","Manhattan",218,"Entire home/apt",218
40.68898,-73.97946,"","Fort Greene","Brooklyn",NA,"Private room",NA
40.66899,-73.98598,"Neighborhood highlights","South Slope","Brooklyn",NA,"Entire home/apt",NA
40.69292,-73.96566,"","Clinton Hill","Brooklyn",NA,"Private room",NA
40.73304,-74.00692,"Neighborhood highlights","West Village","Manhattan",NA,"Entire home/apt",NA
40.75866,-73.99217,"","Hell's Kitchen","Manhattan",575,"Entire home/apt",575
40.71029,-73.91401,"Neighborhood highlights","Ridgewood","Queens",NA,"Entire home/apt",NA
40.75259,-73.98062,"Neighborhood highlights","Midtown","Manhattan",354,"Entire home/apt",354
40.67981,-74.01032,"","Red Hook","Brooklyn",NA,"Entire home/apt",NA
40.81024,-73.95288,"Neighborhood highlights","Harlem","Manhattan",NA,"Entire home/apt",NA
40.72186,-73.98963,"Neighborhood highlights","Lower East Side","Manhattan",NA,"Entire home/apt",NA
40.7543694731058,-73.9890400924871,"","Midtown","Manhattan",414,"Entire home/apt",414
40.68913,-73.73191,"","Cambria Heights","Queens",183,"Entire home/apt",183
40.68875,-73.75461,"Neighborhood highlights","Springfield Gardens","Queens",90,"Entire home/apt",90
40.70406,-73.76931,"","St. Albans","Queens",69,"Entire home/apt",69
40.66668,-73.86041,"Neighborhood highlights","East New York","Brooklyn",NA,"Entire home/apt",NA
40.76544,-73.91527,"Neighborhood highlights","Astoria","Queens",NA,"Entire home/apt",NA
40.7457225,-73.9798618,"Neighborhood highlights","Kips Bay","Manhattan",380,"Entire home/apt",380
40.7514222074143,-73.9850302459275,"Neighborhood highlights","Midtown","Manhattan",750,"Entire home/apt",750
40.69882,-73.95116,"","Bedford-Stuyvesant","Brooklyn",NA,"Entire home/apt",NA
40.7205429909623,-73.9920643900761,"","Lower East Side","Manhattan",120,"Entire home/apt",120
40.68321,-73.95691,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",NA,"Private room",NA
40.7042,-74.00561,"Neighborhood highlights","Financial District","Manhattan",NA,"Private room",NA
40.7250671386719,-73.9891738891602,"Neighborhood highlights","East Village","Manhattan",NA,"Entire home/apt",NA
40.74284,-73.98032,"","Kips Bay","Manhattan",NA,"Entire home/apt",NA
40.7483336415982,-73.9848635753917,"Neighborhood highlights","Midtown","Manhattan",610,"Entire home/apt",610
40.74634,-73.89956,"Neighborhood highlights","Woodside","Queens",NA,"Private room",NA
40.74106,-73.89493,"Neighborhood highlights","Woodside","Queens",NA,"Private room",NA
40.75043,-73.96993,"Neighborhood highlights","Midtown","Manhattan",278,"Entire home/apt",278
40.7518112004992,-73.9830412841987,"Neighborhood highlights","Midtown","Manhattan",428,"Entire home/apt",428
