"latitude","longitude","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","price","room_type","numb_dollar"
40.8331697058888,-73.9304477956936,"","Highbridge","Bronx",76,"Private room",76
40.7060630113182,-74.0148129438195,"Neighborhood highlights","Financial District","Manhattan",246,"Entire home/apt",246
40.82122,-73.92859,"Neighborhood highlights","Concourse","Bronx",91,"Private room",91
40.6519038666401,-73.9533556483209,"","Flatbush","Brooklyn",40,"Private room",40
40.84975,-73.93949,"Neighborhood highlights","Washington Heights","Manhattan",248,"Entire home/apt",248
40.65247,-73.95622,"","Flatbush","Brooklyn",35,"Private room",35
40.76435,-73.90887,"Neighborhood highlights","Astoria","Queens",149,"Entire home/apt",149
40.76838,-73.91351,"Neighborhood highlights","Astoria","Queens",216,"Private room",216
40.80803,-73.93018,"","Port Morris","Bronx",150,"Private room",150
40.68821,-73.97552,"","Fort Greene","Brooklyn",350,"Entire home/apt",350
40.8530067665923,-73.937377743423,"","Washington Heights","Manhattan",66,"Private room",66
40.7196,-73.94001,"Neighborhood highlights","Greenpoint","Brooklyn",400,"Private room",400
40.6714051617965,-73.8683183075736,"Neighborhood highlights","East New York","Brooklyn",100,"Entire home/apt",100
40.8319,-73.94871,"","Harlem","Manhattan",175,"Entire home/apt",175
40.81154982664,-73.9171589347453,"","Mott Haven","Bronx",99,"Entire home/apt",99
40.7004278531804,-73.9413309983637,"","Williamsburg","Brooklyn",129,"Private room",129
40.63776,-73.96504,"Neighborhood highlights","Flatbush","Brooklyn",125,"Entire home/apt",125
40.65651,-73.96187,"Neighborhood highlights","Prospect-Lefferts Gardens","Brooklyn",157,"Entire home/apt",157
40.75753,-73.9282,"","Astoria","Queens",50,"Private room",50
40.77044,-73.91214,"","Ditmars Steinway","Queens",108,"Private room",108
40.81009,-73.9401,"Neighborhood highlights","Harlem","Manhattan",699,"Entire home/apt",699
40.7504250027579,-73.8809287250773,"Neighborhood highlights","Jackson Heights","Queens",106,"Entire home/apt",106
40.8563064197983,-73.9281870421022,"","Washington Heights","Manhattan",120,"Entire home/apt",120
40.7695557050614,-73.9851266702166,"","Upper West Side","Manhattan",160,"Private room",160
40.80315,-73.95622,"Neighborhood highlights","Harlem","Manhattan",95,"Private room",95
40.67767,-73.91686,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",226,"Entire home/apt",226
40.74674,-73.88593,"Neighborhood highlights","Elmhurst","Queens",128,"Entire home/apt",128
40.7634488794284,-73.9273273497492,"Neighborhood highlights","Astoria","Queens",160,"Entire home/apt",160
40.76315,-73.92987,"","Long Island City","Queens",95,"Private room",95
40.7456796800462,-73.8990527169674,"Neighborhood highlights","Woodside","Queens",269,"Entire home/apt",269
40.7084890404888,-74.0149579432003,"","Financial District","Manhattan",315,"Entire home/apt",315
40.75869,-73.92627,"Neighborhood highlights","Astoria","Queens",45,"Private room",45
40.70616,-74.01482,"Neighborhood highlights","Financial District","Manhattan",441,"Entire home/apt",441
40.69237,-73.94334,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",171,"Entire home/apt",171
40.74587,-73.91678,"Neighborhood highlights","Sunnyside","Queens",90,"Private room",90
40.7728639256216,-73.906099616919,"","Ditmars Steinway","Queens",120,"Entire home/apt",120
40.70762,-73.92267,"Neighborhood highlights","Bushwick","Brooklyn",228,"Entire home/apt",228
40.71,-73.95939,"","Williamsburg","Brooklyn",105,"Entire home/apt",105
40.70535,-73.90261,"Neighborhood highlights","Ridgewood","Queens",70,"Private room",70
40.8236781480055,-73.9476180227189,"","Harlem","Manhattan",99,"Entire home/apt",99
40.67698,-73.84091,"Neighborhood highlights","Ozone Park","Queens",115,"Entire home/apt",115
40.67693,-73.94841,"Neighborhood highlights","Crown Heights","Brooklyn",125,"Entire home/apt",125
40.74922,-73.91782,"Neighborhood highlights","Sunnyside","Queens",85,"Private room",85
40.8242989945738,-73.9378298549444,"Neighborhood highlights","Harlem","Manhattan",45,"Private room",45
40.65311,-73.95957,"","Flatbush","Brooklyn",39,"Private room",39
40.70723,-73.93902,"Neighborhood highlights","Williamsburg","Brooklyn",255,"Entire home/apt",255
40.6775339346533,-73.9447360840841,"Neighborhood highlights","Crown Heights","Brooklyn",219,"Entire home/apt",219
40.76373,-73.9293,"","Long Island City","Queens",165,"Private room",165
40.704761505127,-73.8550033569336,"","Forest Hills","Queens",175,"Entire home/apt",175
40.7644556449869,-73.9293414051859,"","Astoria","Queens",155,"Private room",155
40.74636,-73.90893,"Neighborhood highlights","Woodside","Queens",54,"Private room",54
40.6581091605827,-73.9501197118144,"Neighborhood highlights","Prospect-Lefferts Gardens","Brooklyn",367,"Entire home/apt",367
40.69585,-73.85276,"","Woodhaven","Queens",250,"Entire home/apt",250
40.6628710630801,-73.9537738395631,"","Prospect-Lefferts Gardens","Brooklyn",99,"Entire home/apt",99
40.86337,-73.92705,"Neighborhood highlights","Inwood","Manhattan",33,"Private room",33
40.7209035386554,-73.9405364985794,"Neighborhood highlights","Greenpoint","Brooklyn",140,"Private room",140
40.6548373208821,-73.9593424992859,"","Flatbush","Brooklyn",40,"Private room",40
40.6924375626869,-73.9481254424493,"","Bedford-Stuyvesant","Brooklyn",68,"Private room",68
40.8246,-73.93914,"Neighborhood highlights","Harlem","Manhattan",41,"Private room",41
40.6703532500206,-73.9418778195977,"","Crown Heights","Brooklyn",175,"Entire home/apt",175
40.82292,-73.94749,"","Harlem","Manhattan",135,"Entire home/apt",135
40.6697507459879,-73.890108201959,"Neighborhood highlights","East New York","Brooklyn",120,"Private room",120
40.65934,-73.94986,"Neighborhood highlights","Prospect-Lefferts Gardens","Brooklyn",150,"Entire home/apt",150
40.809887,-73.93061,"Neighborhood highlights","Port Morris","Bronx",245,"Entire home/apt",245
40.84632,-73.93296,"","Washington Heights","Manhattan",133,"Private room",133
40.7071,-73.90914,"Neighborhood highlights","Ridgewood","Queens",320,"Private room",320
40.69528,-73.9718,"Neighborhood highlights","Fort Greene","Brooklyn",120,"Entire home/apt",120
40.6537540816045,-73.9616233290312,"","Flatbush","Brooklyn",104,"Entire home/apt",104
40.69334,-73.94493,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",298,"Private room",298
40.69132,-73.97306,"Neighborhood highlights","Fort Greene","Brooklyn",95,"Private room",95
40.6873644,-73.9356697,"","Bedford-Stuyvesant","Brooklyn",50,"Private room",50
40.64358,-74.01149,"","Sunset Park","Brooklyn",100,"Private room",100
40.75788,-73.92843,"Neighborhood highlights","Astoria","Queens",65,"Private room",65
40.73405,-73.95406,"Neighborhood highlights","Greenpoint","Brooklyn",149,"Entire home/apt",149
40.75571,-73.88147,"","Jackson Heights","Queens",100,"Entire home/apt",100
40.75407,-73.93148,"Neighborhood highlights","Long Island City","Queens",80,"Private room",80
40.6688861,-73.7795654,"","Jamaica","Queens",100,"Entire home/apt",100
40.62265,-73.92658,"Neighborhood highlights","Flatlands","Brooklyn",143,"Private room",143
40.6711,-73.77977,"Neighborhood highlights","Jamaica","Queens",300,"Entire home/apt",300
40.62833,-74.15677,"","Mariners Harbor","Staten Island",80,"Entire home/apt",80
40.7055987997408,-73.8977299665834,"","Ridgewood","Queens",74,"Private room",74
40.637707,-73.9649812,"","Flatbush","Brooklyn",225,"Private room",225
40.66711,-73.88343,"Neighborhood highlights","East New York","Brooklyn",171,"Private room",171
40.7200365,-73.819248,"","Kew Gardens Hills","Queens",300,"Entire home/apt",300
40.7059491075596,-73.8330951405129,"","Kew Gardens","Queens",90,"Entire home/apt",90
40.65388,-73.95522,"Neighborhood highlights","Flatbush","Brooklyn",200,"Entire home/apt",200
40.62775,-74.08408,"Neighborhood highlights","Tompkinsville","Staten Island",105,"Entire home/apt",105
40.7873613867574,-73.8457676531303,"Neighborhood highlights","College Point","Queens",320,"Entire home/apt",320
40.66838,-73.94601,"Neighborhood highlights","Crown Heights","Brooklyn",149,"Shared room",149
40.69493,-73.7817,"Neighborhood highlights","St. Albans","Queens",123,"Entire home/apt",123
40.67993,-73.8937,"","Cypress Hills","Brooklyn",87,"Entire home/apt",87
40.62573,-74.08415,"Neighborhood highlights","Stapleton","Staten Island",105,"Entire home/apt",105
40.8547183940126,-73.9278089743315,"Neighborhood highlights","Washington Heights","Manhattan",42,"Private room",42
40.647891,-73.9507085,"","East Flatbush","Brooklyn",62,"Private room",62
40.84946,-73.93051,"Neighborhood highlights","Washington Heights","Manhattan",42,"Private room",42
40.6249207,-73.9338007,"Neighborhood highlights","Flatlands","Brooklyn",110,"Private room",110
40.71933,-73.82427,"Neighborhood highlights","Kew Gardens Hills","Queens",89,"Private room",89
40.69488,-73.94869,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",159,"Private room",159
40.8131,-73.9361,"Neighborhood highlights","East Harlem","Manhattan",87,"Private room",87
40.67433,-73.85498,"","Ozone Park","Queens",134,"Private room",134
40.6606401474346,-73.7598860832832,"Neighborhood highlights","Springfield Gardens","Queens",190,"Entire home/apt",190
40.63587,-74.1213,"Neighborhood highlights","Randall Manor","Staten Island",50,"Private room",50
40.75485419004,-73.8035882014206,"Neighborhood highlights","Flushing","Queens",207,"Entire home/apt",207
40.68077,-73.78823,"Neighborhood highlights","Jamaica","Queens",208,"Entire home/apt",208
40.6329777631297,-73.9308076790536,"","East Flatbush","Brooklyn",179,"Entire home/apt",179
40.6490276,-73.9166543,"","East Flatbush","Brooklyn",159,"Entire home/apt",159
40.745144066283,-73.9987042559476,"","Chelsea","Manhattan",150,"Entire home/apt",150
40.63295,-73.96094,"Neighborhood highlights","Flatbush","Brooklyn",99,"Entire home/apt",99
40.7523567221183,-73.8944571786439,"Neighborhood highlights","Jackson Heights","Queens",95,"Private room",95
40.64909,-73.96118,"Neighborhood highlights","Flatbush","Brooklyn",88,"Private room",88
40.76478,-73.86205,"","East Elmhurst","Queens",363,"Entire home/apt",363
40.7503180706028,-73.8954101687553,"Neighborhood highlights","Jackson Heights","Queens",40,"Private room",40
40.7113195,-73.9082014,"Neighborhood highlights","Ridgewood","Queens",123,"Private room",123
40.67242,-73.76059,"Neighborhood highlights","Springfield Gardens","Queens",160,"Entire home/apt",160
40.8089067318445,-73.9427200512604,"Neighborhood highlights","Harlem","Manhattan",549,"Entire home/apt",549
40.6914572940129,-73.9609665519052,"","Clinton Hill","Brooklyn",135,"Private room",135
40.6168076006584,-73.9221655352514,"Neighborhood highlights","Flatlands","Brooklyn",180,"Entire home/apt",180
40.6591453552246,-73.958122253418,"Neighborhood highlights","Prospect-Lefferts Gardens","Brooklyn",415,"Entire home/apt",415
40.66942,-73.87604,"Neighborhood highlights","East New York","Brooklyn",58,"Private room",58
40.66958,-73.88896,"Neighborhood highlights","East New York","Brooklyn",120,"Entire home/apt",120
40.61645,-73.91542,"Neighborhood highlights","Mill Basin","Brooklyn",65,"Private room",65
40.80458,-73.92555,"Neighborhood highlights","Port Morris","Bronx",75,"Private room",75
40.60077,-73.75626,"","Far Rockaway","Queens",175,"Entire home/apt",175
40.63856,-74.16957,"","Mariners Harbor","Staten Island",80,"Private room",80
40.68922,-73.87054,"","Cypress Hills","Brooklyn",55,"Private room",55
40.61832,-74.0082,"","Dyker Heights","Brooklyn",150,"Entire home/apt",150
40.79755,-73.93353,"","East Harlem","Manhattan",108,"Entire home/apt",108
40.90421,-73.899105,"Neighborhood highlights","North Riverdale","Bronx",135,"Entire home/apt",135
40.75292,-73.87764,"Neighborhood highlights","Jackson Heights","Queens",32,"Private room",32
40.6701518,-73.7810733,"","Jamaica","Queens",347,"Entire home/apt",347
40.80765,-73.95627,"Neighborhood highlights","Harlem","Manhattan",128,"Private room",128
40.8194548074076,-73.9547907337225,"","Harlem","Manhattan",111,"Private room",111
40.6300652,-73.905122,"","Canarsie","Brooklyn",80,"Private room",80
40.63416,-74.12115,"","West Brighton","Staten Island",48,"Private room",48
40.7984413,-73.9385309,"","East Harlem","Manhattan",50,"Private room",50
40.77467,-73.91877,"Neighborhood highlights","Ditmars Steinway","Queens",136,"Private room",136
40.67438,-73.97541,"Neighborhood highlights","Park Slope","Brooklyn",110,"Private room",110
40.66628,-73.80568,"","South Ozone Park","Queens",130,"Entire home/apt",130
40.70679,-73.83603,"","Kew Gardens","Queens",65,"Private room",65
40.6617085251295,-73.8657931153203,"","East New York","Brooklyn",210,"Entire home/apt",210
40.622,-73.92533,"","Flatlands","Brooklyn",70,"Private room",70
40.67365,-73.76018,"","Springfield Gardens","Queens",150,"Entire home/apt",150
40.68578,-73.96093,"Neighborhood highlights","Clinton Hill","Brooklyn",143,"Private room",143
40.75273,-73.8964,"Neighborhood highlights","Jackson Heights","Queens",225,"Entire home/apt",225
40.69461,-73.79604,"","Jamaica","Queens",74,"Entire home/apt",74
40.62447,-73.9614,"Neighborhood highlights","Midwood","Brooklyn",180,"Entire home/apt",180
40.7502768862025,-73.8936064885148,"Neighborhood highlights","Jackson Heights","Queens",42,"Private room",42
40.72838,-73.80162,"Neighborhood highlights","Flushing","Queens",99,"Private room",99
40.64044,-73.94878,"Neighborhood highlights","East Flatbush","Brooklyn",90,"Private room",90
40.6875885166333,-73.9771041870117,"Neighborhood highlights","Fort Greene","Brooklyn",125,"Entire home/apt",125
40.6880406120817,-73.7569756819911,"","St. Albans","Queens",210,"Entire home/apt",210
40.90229,-73.84239,"Neighborhood highlights","Wakefield","Bronx",150,"Entire home/apt",150
40.84947,-73.92881,"Neighborhood highlights","Washington Heights","Manhattan",42,"Private room",42
40.64453,-74.01393,"","Sunset Park","Brooklyn",90,"Private room",90
40.8475580764778,-73.8680277203889,"","Van Nest","Bronx",105,"Private room",105
40.6174494764274,-74.1657963954991,"Neighborhood highlights","Bull's Head","Staten Island",94,"Private room",94
40.711477563688,-73.9657968480776,"","Williamsburg","Brooklyn",119,"Private room",119
40.88332,-73.85018,"","Wakefield","Bronx",325,"Entire home/apt",325
40.76226,-73.86319,"","East Elmhurst","Queens",328,"Entire home/apt",328
40.8751959,-73.8839208,"","Norwood","Bronx",49,"Private room",49
40.6694007329831,-73.7896000299471,"Neighborhood highlights","South Ozone Park","Queens",240,"Entire home/apt",240
40.82147,-73.94774,"Neighborhood highlights","Harlem","Manhattan",48,"Private room",48
40.60107,-73.76515,"Neighborhood highlights","Bayswater","Queens",130,"Entire home/apt",130
40.6484658,-73.9174968,"Neighborhood highlights","East Flatbush","Brooklyn",234,"Entire home/apt",234
40.7615771020955,-73.8865021989591,"","East Elmhurst","Queens",250,"Entire home/apt",250
40.66948,-73.87611,"Neighborhood highlights","East New York","Brooklyn",55,"Private room",55
40.8502938526566,-73.9387231736416,"Neighborhood highlights","Washington Heights","Manhattan",40,"Private room",40
40.6798118581462,-73.7942053770521,"","Jamaica","Queens",148,"Entire home/apt",148
40.67111,-73.76824,"Neighborhood highlights","Jamaica","Queens",300,"Entire home/apt",300
40.62718,-73.91924,"Neighborhood highlights","Flatlands","Brooklyn",155,"Entire home/apt",155
40.674934387207,-73.8713073730469,"Neighborhood highlights","East New York","Brooklyn",36,"Entire home/apt",36
40.7041017722672,-73.8973481679182,"","Ridgewood","Queens",76,"Private room",76
40.6226192083621,-74.0295011958344,"Neighborhood highlights","Fort Hamilton","Brooklyn",214,"Entire home/apt",214
40.6841459214128,-73.8708197325468,"","Cypress Hills","Brooklyn",85,"Entire home/apt",85
40.6922824184559,-73.9615556173339,"Neighborhood highlights","Clinton Hill","Brooklyn",135,"Private room",135
40.66963,-73.87714,"Neighborhood highlights","East New York","Brooklyn",65,"Private room",65
40.6137,-74.06728,"Neighborhood highlights","Rosebank","Staten Island",114,"Entire home/apt",114
40.63478,-73.9501,"Neighborhood highlights","Flatbush","Brooklyn",90,"Entire home/apt",90
40.608,-74.00788,"Neighborhood highlights","Bath Beach","Brooklyn",309,"Entire home/apt",309
40.6737,-73.85304,"","Ozone Park","Queens",123,"Private room",123
40.80838,-73.93881,"","East Harlem","Manhattan",245,"Private room",245
40.65223,-73.94885,"Neighborhood highlights","East Flatbush","Brooklyn",100,"Entire home/apt",100
40.7053,-73.90283,"Neighborhood highlights","Ridgewood","Queens",87,"Private room",87
40.66974,-73.87707,"Neighborhood highlights","East New York","Brooklyn",52,"Private room",52
40.74776,-73.86869,"Neighborhood highlights","Elmhurst","Queens",39,"Private room",39
40.66346,-73.94943,"Neighborhood highlights","Prospect-Lefferts Gardens","Brooklyn",150,"Entire home/apt",150
40.6729947,-73.8605827,"","Howard Beach","Queens",42,"Private room",42
40.75468,-73.88717,"Neighborhood highlights","Jackson Heights","Queens",51,"Private room",51
40.8077661633139,-73.8503132387996,"Neighborhood highlights","Clason Point","Bronx",165,"Entire home/apt",165
40.6872211313759,-73.8472998117764,"","Ozone Park","Queens",475,"Entire home/apt",475
40.90106,-73.84085,"","Wakefield","Bronx",300,"Entire home/apt",300
40.7507297255009,-73.8936878340428,"Neighborhood highlights","Jackson Heights","Queens",45,"Private room",45
40.61211,-73.95441,"Neighborhood highlights","Midwood","Brooklyn",40,"Private room",40
40.61235,-73.92336,"Neighborhood highlights","Flatlands","Brooklyn",178,"Entire home/apt",178
40.63033,-74.11345,"Neighborhood highlights","West Brighton","Staten Island",60,"Private room",60
40.82607,-73.94945,"","Harlem","Manhattan",52,"Private room",52
40.62776,-73.91913,"Neighborhood highlights","Flatlands","Brooklyn",238,"Entire home/apt",238
40.81965,-73.92911,"Neighborhood highlights","Concourse","Bronx",99,"Private room",99
40.6436855681174,-73.9660300186444,"","Flatbush","Brooklyn",44,"Private room",44
40.6437365406308,-73.9661943444289,"","Flatbush","Brooklyn",39,"Private room",39
40.81965,-73.95267,"Neighborhood highlights","Harlem","Manhattan",40,"Private room",40
40.64194,-73.95234,"","Flatbush","Brooklyn",53,"Private room",53
40.68724,-73.87247,"","Cypress Hills","Brooklyn",55,"Private room",55
40.8494,-73.93062,"Neighborhood highlights","Washington Heights","Manhattan",40,"Private room",40
40.64369,-74.01221,"","Sunset Park","Brooklyn",68,"Private room",68
40.64183,-73.95179,"Neighborhood highlights","Flatbush","Brooklyn",175,"Private room",175
40.8093112253222,-73.9463697105243,"Neighborhood highlights","Harlem","Manhattan",480,"Entire home/apt",480
40.6602969265698,-73.9470014456377,"","Prospect-Lefferts Gardens","Brooklyn",225,"Entire home/apt",225
40.6555010564198,-73.7287812608078,"","Rosedale","Queens",125,"Entire home/apt",125
40.6023553,-73.9902915,"","Gravesend","Brooklyn",100,"Private room",100
40.63366,-73.95973,"Neighborhood highlights","Flatbush","Brooklyn",110,"Private room",110
40.634587340946,-74.0187092964838,"","Bay Ridge","Brooklyn",42,"Private room",42
40.6600618263694,-73.867259092151,"","East New York","Brooklyn",210,"Entire home/apt",210
40.8517563349392,-73.9400306520817,"Neighborhood highlights","Washington Heights","Manhattan",39,"Private room",39
40.63511,-73.98985,"","Borough Park","Brooklyn",370,"Entire home/apt",370
40.84581,-73.84008,"Neighborhood highlights","Pelham Bay","Bronx",182,"Private room",182
40.8843054,-73.8930554,"","Kingsbridge","Bronx",110,"Entire home/apt",110
40.6347000938777,-74.0178582141939,"","Bay Ridge","Brooklyn",38,"Private room",38
40.74744,-73.89697,"Neighborhood highlights","Woodside","Queens",200,"Private room",200
40.73957,-73.85553,"Neighborhood highlights","Corona","Queens",80,"Private room",80
40.68982,-73.86784,"Neighborhood highlights","Cypress Hills","Brooklyn",55,"Private room",55
40.66867,-73.87824,"Neighborhood highlights","East New York","Brooklyn",52,"Private room",52
40.76216,-73.88219,"Neighborhood highlights","East Elmhurst","Queens",95,"Entire home/apt",95
40.79804,-73.94006,"Neighborhood highlights","East Harlem","Manhattan",165,"Entire home/apt",165
40.6356192765731,-73.9430451196269,"Neighborhood highlights","East Flatbush","Brooklyn",60,"Private room",60
40.6858431,-73.8236767,"","Richmond Hill","Queens",385,"Entire home/apt",385
40.64356,-74.01369,"","Sunset Park","Brooklyn",99,"Private room",99
40.6697221188442,-73.8897890142811,"","East New York","Brooklyn",154,"Entire home/apt",154
40.6052468188402,-74.0155026113751,"Neighborhood highlights","Bath Beach","Brooklyn",250,"Entire home/apt",250
40.7000342522614,-73.7485318973915,"","St. Albans","Queens",100,"Entire home/apt",100
40.70417,-73.88415,"Neighborhood highlights","Glendale","Queens",97,"Private room",97
40.73376,-73.85455,"Neighborhood highlights","Forest Hills","Queens",144,"Entire home/apt",144
40.87546,-73.88489,"","Norwood","Bronx",100,"Entire home/apt",100
40.87971,-73.86849,"","Olinville","Bronx",201,"Entire home/apt",201
40.64751,-73.90394,"","Canarsie","Brooklyn",215,"Entire home/apt",215
40.70584,-73.83413,"","Kew Gardens","Queens",85,"Private room",85
40.75723,-73.83191,"Neighborhood highlights","Flushing","Queens",65,"Entire home/apt",65
40.6346077954534,-74.019084073584,"","Bay Ridge","Brooklyn",70,"Private room",70
40.7113195,-73.9082014,"Neighborhood highlights","Ridgewood","Queens",113,"Private room",113
40.74938,-73.89354,"Neighborhood highlights","Jackson Heights","Queens",42,"Private room",42
40.8244115346112,-73.9396246851086,"Neighborhood highlights","Harlem","Manhattan",48,"Private room",48
40.6433587687874,-73.9645395646988,"","Flatbush","Brooklyn",42,"Private room",42
40.6660104507295,-73.8840776624823,"Neighborhood highlights","East New York","Brooklyn",152,"Private room",152
40.82837,-73.94757,"Neighborhood highlights","Harlem","Manhattan",115,"Private room",115
40.7113195,-73.9082014,"Neighborhood highlights","Ridgewood","Queens",123,"Private room",123
40.64842,-73.96601,"Neighborhood highlights","Flatbush","Brooklyn",250,"Entire home/apt",250
40.7725403492855,-73.9124034917615,"","Ditmars Steinway","Queens",102,"Private room",102
40.7932,-73.93945,"Neighborhood highlights","East Harlem","Manhattan",286,"Private room",286
40.819904,-73.956444,"","Harlem","Manhattan",150,"Entire home/apt",150
40.651763667891,-73.9536757212932,"","Flatbush","Brooklyn",32,"Private room",32
40.7455608980903,-73.9163628674592,"Neighborhood highlights","Sunnyside","Queens",70,"Private room",70
40.8484390154452,-73.9041722406723,"","Mount Hope","Bronx",100,"Private room",100
40.80903,-73.95073,"Neighborhood highlights","Harlem","Manhattan",110,"Private room",110
40.68678,-73.92909,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",190,"Entire home/apt",190
40.82276,-73.95617,"Neighborhood highlights","Harlem","Manhattan",74,"Private room",74
40.6222384,-73.9117096,"Neighborhood highlights","Bergen Beach","Brooklyn",250,"Entire home/apt",250
40.7488599037758,-73.9965505010428,"","Chelsea","Manhattan",129,"Entire home/apt",129
40.74466,-73.91317,"Neighborhood highlights","Sunnyside","Queens",200,"Private room",200
40.8206462624663,-73.9494102266774,"","Harlem","Manhattan",100,"Entire home/apt",100
40.75107,-73.87837,"","Jackson Heights","Queens",32,"Private room",32
40.79771,-73.93486,"","East Harlem","Manhattan",66,"Entire home/apt",66
40.7659072,-73.9569948,"Neighborhood highlights","Upper East Side","Manhattan",191,"Entire home/apt",191
40.6501811175333,-73.9534142306813,"","Flatbush","Brooklyn",37,"Private room",37
40.6888829488933,-73.9699710194932,"","Fort Greene","Brooklyn",52,"Private room",52
40.6555,-73.90648,"Neighborhood highlights","Brownsville","Brooklyn",405,"Private room",405
40.8026,-73.95124,"Neighborhood highlights","Harlem","Manhattan",65,"Private room",65
40.66703,-73.98928,"Neighborhood highlights","South Slope","Brooklyn",400,"Entire home/apt",400
40.8261341981117,-73.9461696169569,"","Harlem","Manhattan",80,"Entire home/apt",80
40.67653,-73.90389,"","Cypress Hills","Brooklyn",112,"Private room",112
40.8333,-73.92995,"Neighborhood highlights","Highbridge","Bronx",60,"Private room",60
40.6860193337837,-73.9450026708693,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",189,"Entire home/apt",189
40.7534279697871,-73.935682143555,"","Long Island City","Queens",40,"Private room",40
40.7242920594257,-73.9773929946469,"","East Village","Manhattan",74,"Entire home/apt",74
40.7557448191987,-73.9355614369962,"","Long Island City","Queens",36,"Private room",36
40.67347,-73.91657,"Neighborhood highlights","Crown Heights","Brooklyn",66,"Private room",66
40.69024,-73.94671,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",135,"Entire home/apt",135
40.686103216414,-73.9428564094931,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",180,"Entire home/apt",180
40.74415,-73.91977,"Neighborhood highlights","Sunnyside","Queens",90,"Entire home/apt",90
40.74325,-74.00026,"Neighborhood highlights","Chelsea","Manhattan",649,"Entire home/apt",649
40.66989,-73.93104,"Neighborhood highlights","Crown Heights","Brooklyn",349,"Entire home/apt",349
40.67641,-73.97908,"Neighborhood highlights","Park Slope","Brooklyn",190,"Entire home/apt",190
40.80455,-73.94761,"Neighborhood highlights","Harlem","Manhattan",300,"Entire home/apt",300
40.67325,-73.91569,"Neighborhood highlights","Crown Heights","Brooklyn",66,"Private room",66
40.81127,-73.94561,"","Harlem","Manhattan",120,"Entire home/apt",120
40.7949301690172,-73.9765492266349,"Neighborhood highlights","Upper West Side","Manhattan",215,"Entire home/apt",215
40.75552,-73.93506,"","Long Island City","Queens",46,"Private room",46
40.81082,-73.95711,"Neighborhood highlights","Morningside Heights","Manhattan",55,"Private room",55
40.798645,-73.934341,"Neighborhood highlights","East Harlem","Manhattan",194,"Entire home/apt",194
40.7561211863626,-73.9300355932893,"","Long Island City","Queens",38,"Private room",38
40.76568,-73.96721,"","Upper East Side","Manhattan",200,"Entire home/apt",200
40.68966,-73.94624,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",135,"Entire home/apt",135
40.81421,-73.94225,"Neighborhood highlights","Harlem","Manhattan",199,"Private room",199
40.68106,-73.94969,"Neighborhood highlights","Bedford-Stuyvesant","Brooklyn",55,"Private room",55
40.7626,-73.97876,"Neighborhood highlights","Midtown","Manhattan",314,"Entire home/apt",314
40.80658,-73.94932,"Neighborhood highlights","Harlem","Manhattan",289,"Private room",289
40.75211,-73.93683,"Neighborhood highlights","Long Island City","Queens",199,"Entire home/apt",199
40.6537044006167,-73.9323432517522,"Neighborhood highlights","East Flatbush","Brooklyn",261,"Entire home/apt",261
40.80813,-73.95138,"Neighborhood highlights","Harlem","Manhattan",92,"Private room",92
40.81262,-73.95326,"","Harlem","Manhattan",150,"Private room",150
40.67824,-73.95098,"Neighborhood highlights","Crown Heights","Brooklyn",106,"Entire home/apt",106
40.67123,-73.9779,"Neighborhood highlights","Park Slope","Brooklyn",110,"Entire home/apt",110
40.6905198936294,-73.9425661872823,"","Bedford-Stuyvesant","Brooklyn",189,"Entire home/apt",189
40.7641081,-73.9776418,"","Midtown","Manhattan",72,"Private room",72
40.8107056601166,-73.9472737885054,"Neighborhood highlights","Harlem","Manhattan",397,"Entire home/apt",397
40.70907,-73.96202,"","Williamsburg","Brooklyn",115,"Entire home/apt",115
40.7534065534774,-73.93499534537,"","Long Island City","Queens",36,"Private room",36
40.7706801,-73.9573166,"Neighborhood highlights","Upper East Side","Manhattan",284,"Entire home/apt",284
40.74402,-73.9157,"Neighborhood highlights","Sunnyside","Queens",126,"Entire home/apt",126
40.6711,-73.9353,"","Crown Heights","Brooklyn",46,"Private room",46
40.6596101122336,-73.9134920019349,"Neighborhood highlights","Brownsville","Brooklyn",128,"Entire home/apt",128
40.6663636652308,-73.9853398103384,"Neighborhood highlights","South Slope","Brooklyn",222,"Entire home/apt",222
40.79848,-73.94341,"","East Harlem","Manhattan",68,"Private room",68
40.77436,-73.92098,"Neighborhood highlights","Ditmars Steinway","Queens",190,"Entire home/apt",190
40.7446771192255,-73.9229304759895,"Neighborhood highlights","Sunnyside","Queens",115,"Private room",115
40.67562,-73.98259,"","Park Slope","Brooklyn",73,"Private room",73
40.6711017,-73.9352995,"","Crown Heights","Brooklyn",40,"Private room",40
40.8054416,-73.9493112,"Neighborhood highlights","Harlem","Manhattan",263,"Entire home/apt",263
40.80425,-73.94856,"","Harlem","Manhattan",130,"Entire home/apt",130
