id,room_type,accommodates,bathrooms,bedrooms,minimum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_value,wifi,parking,dryer,washer,kitchen,property_agg,log_price,superhost_t
6848,3,3,1.0,2.0,30,5.220355825078324,5.272999558563747,4.58,4.59,4.58,1,1,1,1,1,5,4.418840607796598,1
7097,2,2,1.0,1.0,2,5.3706380281276624,5.966146739123692,4.89,4.91,4.82,1,1,1,1,1,4,5.3230099791384085,1
7801,3,2,1.0,0.0,30,5.556828061699537,2.5649493574615367,4.91,4.78,4.89,1,1,1,1,1,4,5.66988092298052,1
8490,3,5,1.0,1.0,30,5.389071729816501,5.247024072160486,4.77,4.83,4.76,1,1,1,0,1,7,5.135798437050262,0
10452,2,2,1.0,1.0,30,5.564520407322694,4.394449154672439,4.66,4.49,4.67,1,1,1,1,1,5,4.499809670330265,1
12940,3,2,1.0,1.0,30,5.765191102784844,4.356708826689592,4.54,4.63,4.4,1,1,1,0,1,5,4.812184355372417,1
13808,2,2,1.0,1.0,30,5.616771097666572,5.318119993844216,4.65,4.74,4.71,1,0,1,1,1,3,4.912654885736052,1
14314,3,2,1.0,1.0,30,5.62040086571715,5.187385805840755,4.82,4.88,4.79,1,1,1,1,1,5,4.74493212836325,1
15385,2,1,1.0,1.0,30,5.648974238161206,4.07753744390572,4.86,4.82,4.68,1,0,0,0,0,5,4.564348191467836,1
19812,3,2,1.0,1.0,30,5.786897381366708,4.07753744390572,4.49,4.65,4.41,1,0,1,0,1,5,4.653960350157523,0
23135,2,2,1.0,1.0,30,5.8998973535824915,5.762051382780177,4.71,4.84,4.7,1,0,1,0,1,5,5.298317366548036,0
24285,3,5,3.0,3.0,30,5.135798437050262,4.532599493153256,4.83,4.78,4.84,1,1,1,1,1,5,5.393627546352362,1
26785,3,2,1.0,1.0,30,4.836281906951478,6.171700597410915,4.93,4.95,4.91,1,1,1,0,1,5,4.499809670330265,0
29013,2,2,1.0,1.0,30,5.293304824724492,4.30406509320417,4.72,4.37,4.54,1,1,1,1,1,5,4.499809670330265,1
29628,2,2,1.0,1.0,3,4.852030263919617,6.095824562432225,4.95,4.94,4.92,1,1,1,1,1,6,5.0238805208462765,1
31994,2,2,1.0,1.0,2,5.723585101952381,6.38856140554563,4.54,4.68,4.6,1,1,1,0,0,5,4.844187086458591,1
33009,3,2,1.0,1.0,30,5.4638318050256105,5.6937321388027,4.96,4.96,4.9,1,1,1,0,1,5,5.272999558563747,1
36121,2,1,1.0,1.0,90,5.8916442118257715,2.1972245773362196,4.88,5.0,5.0,1,0,0,0,1,5,5.298317366548036,0
38663,2,2,2.5,5.0,3,5.869296913133774,3.7612001156935624,4.7,4.83,4.62,1,1,1,1,1,1,6.802394763324311,0
39282,2,2,1.0,1.0,4,3.6635616461296463,5.594711379601839,4.82,4.83,4.78,1,1,1,1,1,5,5.153291594497779,1
42729,2,2,1.0,1.0,30,5.8971538676367405,5.393627546352362,4.66,4.78,4.64,1,0,1,0,1,3,5.220355825078324,0
44229,2,2,1.0,1.0,30,5.8998973535824915,5.44673737166631,4.69,4.85,4.71,1,0,0,0,0,1,4.700480365792417,0
44973,3,2,1.0,0.0,30,5.356586274672012,4.820281565605037,4.64,4.84,4.69,1,0,1,0,1,5,4.584967478670572,0
46911,2,2,1.0,1.0,30,5.572154032177765,4.290459441148391,4.72,4.79,4.64,0,0,1,0,1,1,4.605170185988092,1
49048,2,3,2.0,1.0,30,5.777652323222656,3.332204510175204,4.44,4.33,4.3,1,1,1,1,1,1,4.553876891600541,1
54508,2,2,1.5,1.0,3,5.497168225293202,5.225746673713202,4.77,4.84,4.83,1,1,1,0,1,4,4.564348191467836,1
55959,2,1,1.0,1.0,4,3.912023005428146,4.727387818712341,4.84,4.93,4.85,1,1,1,1,1,5,5.181783550292085,1
57297,2,2,1.0,1.0,30,5.0369526024136295,5.68697535633982,4.68,4.8,4.58,1,1,1,1,1,5,5.676753802268282,0
62925,3,4,2.0,1.0,30,5.19295685089021,5.147494476813453,4.81,4.82,4.69,1,0,1,1,1,1,5.652489180268651,0
64314,2,2,1.0,1.0,30,5.823045895483019,3.828641396489095,4.82,4.91,4.8,1,0,0,0,1,5,4.31748811353631,0
64365,2,2,1.0,1.0,30,5.817111159963204,5.545177444479562,4.79,4.78,4.79,1,0,0,0,1,1,4.174387269895637,1
66008,3,4,1.0,2.0,30,3.8918202981106265,4.219507705176107,4.87,4.96,4.73,1,0,1,1,1,5,5.247024072160486,0
66974,3,2,1.0,1.0,30,5.783825182329737,5.5093883366279774,4.98,4.97,4.87,1,1,1,1,1,5,5.393627546352362,1
67299,3,4,1.0,1.0,30,4.060443010546419,4.418840607796598,4.89,4.88,4.81,1,1,1,0,1,3,5.099866427824199,1
75658,2,2,1.0,1.0,30,5.8971538676367405,2.995732273553991,4.58,4.94,4.76,1,1,1,1,1,7,5.3981627015177525,0
77765,4,2,1.0,1.0,1,5.017279836814924,4.219507705176107,4.86,4.91,4.71,1,0,1,1,0,8,5.988961416889864,0
82928,3,5,1.0,2.0,30,5.318119993844216,4.406719247264253,4.91,4.94,4.89,1,1,1,1,1,3,5.10594547390058,1
83243,3,3,1.0,1.0,30,5.762051382780177,5.5254529391317835,4.44,4.6,4.43,1,0,1,0,1,5,4.02535169073515,0
83474,2,1,1.5,1.0,30,5.7899601708972535,1.6094379124341003,5.0,5.0,4.8,1,0,0,0,0,4,5.214935757608986,0
84010,4,2,1.0,1.0,1,5.062595033026967,3.5553480614894135,4.89,4.97,4.77,1,0,1,1,0,8,5.988961416889864,0
89427,3,10,1.5,1.0,30,5.8805329864007,0.0,0.0,0.0,0.0,1,0,0,0,1,5,6.684611727667927,0
94783,3,2,1.0,1.0,30,4.248495242049359,5.049856007249537,4.87,4.87,4.73,1,1,1,0,1,5,4.976733742420574,1
96471,2,5,1.5,1.0,30,5.8971538676367405,2.3978952727983707,5.0,4.82,4.73,1,1,1,0,1,6,5.14166355650266,0
100186,3,3,1.0,1.0,30,4.709530201312334,4.812184355372417,4.94,4.97,4.89,1,1,1,1,1,5,5.0106352940962555,1
103555,3,3,2.5,2.0,30,0.0,5.655991810819852,4.72,4.7,4.74,1,1,1,1,1,2,5.783825182329737,0
106647,3,4,1.0,2.0,30,4.465908118654584,4.804021044733257,4.89,4.93,4.83,1,1,1,1,1,5,5.247024072160486,0
107630,3,3,1.0,1.0,30,4.812184355372417,5.8664680569332965,4.76,4.71,4.65,1,0,1,1,1,1,5.1647859739235145,0
112435,2,2,1.0,1.0,30,5.8998973535824915,5.181783550292085,4.63,4.69,4.68,1,0,0,0,0,1,4.553876891600541,0
113265,2,2,1.0,1.0,30,5.7745515455444085,5.616771097666572,4.75,4.86,4.82,1,0,0,0,0,5,4.0943445622221,1
118061,3,2,1.0,1.0,30,5.8888779583328805,4.543294782270004,4.82,4.87,4.74,1,1,1,0,1,5,4.867534450455582,1
121687,3,3,1.0,1.0,30,5.0238805208462765,4.04305126783455,4.45,4.55,4.41,1,1,1,1,1,5,5.298317366548036,0
125163,3,2,1.0,1.0,30,5.75890177387728,4.543294782270004,4.86,4.89,4.86,1,1,1,0,0,3,4.663439094112067,1
135465,3,3,1.0,1.0,30,5.768320995793772,4.90527477843843,4.81,4.89,4.67,1,1,1,1,1,5,5.135798437050262,1
136493,3,5,2.5,3.0,7,4.007333185232471,3.784189633918261,4.86,4.88,4.84,1,1,1,1,1,3,5.68697535633982,0
139624,3,2,1.0,1.0,30,3.7612001156935624,4.454347296253507,4.38,4.63,4.27,1,1,1,0,1,5,4.1588830833596715,0
140133,3,4,1.0,0.0,30,4.8283137373023015,5.262690188904886,4.93,4.9,4.84,1,1,1,1,1,5,5.69035945432406,1
141335,2,2,2.0,3.0,30,5.8998973535824915,3.713572066704308,4.45,4.41,4.22,1,0,1,1,0,3,6.802394763324311,0
157673,3,4,1.0,1.0,30,5.62040086571715,4.5217885770490405,4.44,4.5,4.25,1,1,1,0,1,7,4.174387269895637,0
158061,2,2,1.0,1.0,30,5.8998973535824915,3.295836866004329,4.54,4.75,4.5,1,1,1,1,1,1,5.10594547390058,0
159749,2,2,1.0,1.0,30,5.5134287461649825,4.330733340286331,4.76,4.79,4.75,1,1,1,1,1,3,4.787491742782046,1
159815,2,2,1.0,1.0,30,5.66988092298052,4.143134726391533,4.87,4.89,4.87,1,1,1,1,1,3,4.663439094112067,1
162493,2,6,2.5,3.0,31,4.007333185232471,4.04305126783455,4.98,5.0,4.96,1,0,1,1,1,3,6.406879986069314,0
168123,3,2,1.0,1.0,30,5.147494476813453,4.812184355372417,4.62,4.64,4.55,1,1,1,0,1,4,4.68213122712422,1
170761,2,2,1.5,1.0,2,5.327876168789581,5.529429087511423,4.93,4.94,4.9,1,1,1,1,0,5,4.584967478670572,1
173151,2,2,1.0,1.0,30,4.143134726391533,5.564520407322694,4.81,4.84,4.83,1,0,1,0,1,5,4.356708826689592,0
176135,3,2,1.0,1.0,30,4.143134726391533,3.4339872044851463,4.68,4.67,4.57,1,0,1,0,1,5,4.718498871295094,0
190974,3,2,1.0,1.0,30,5.817111159963204,5.746203190540153,4.7,4.84,4.73,1,1,1,1,1,5,4.867534450455582,0
195240,2,1,1.0,1.0,30,4.477336814478207,4.499809670330265,4.66,4.72,4.59,1,1,1,0,0,5,4.0943445622221,0
195989,2,2,1.0,1.0,3,0.0,5.438079308923196,4.93,4.92,4.9,1,1,1,1,1,5,4.653960350157523,0
199733,3,1,1.0,0.0,30,5.8998973535824915,4.890349128221754,4.5,4.63,4.43,1,1,1,1,1,3,4.836281906951478,0
201992,3,4,1.0,1.0,30,5.877735781779639,4.663439094112067,4.84,4.89,4.74,1,0,1,1,1,5,5.247024072160486,0
204065,3,8,1.0,2.0,30,5.8998973535824915,4.736198448394496,4.58,4.66,4.42,1,1,1,1,1,1,5.986452005284438,0
205485,3,2,1.0,1.0,30,5.181783550292085,5.062595033026967,4.9,4.88,4.79,1,1,1,0,1,5,5.220355825078324,0
206957,2,4,1.0,1.0,30,4.465908118654584,4.836281906951478,4.61,4.51,4.69,1,1,1,1,1,4,4.276666119016055,0
208889,3,4,1.0,2.0,30,5.521460917862246,4.189654742026425,4.56,4.79,4.52,1,1,1,0,1,5,4.406719247264253,0
216080,2,2,1.0,1.0,30,5.655991810819852,5.043425116919247,4.91,4.94,4.8,1,1,1,1,1,1,5.209486152841421,1
219066,3,2,1.0,1.0,30,5.375278407684165,3.6109179126442243,4.87,4.83,4.58,1,1,1,0,1,5,4.700480365792417,0
223930,3,2,1.0,1.0,30,5.8944028342648505,2.9444389791664403,4.81,4.89,4.63,1,1,1,0,1,5,5.0106352940962555,0
225354,3,2,1.0,1.0,30,5.313205979041787,2.3978952727983707,4.8,4.91,4.64,1,0,0,0,1,5,5.19295685089021,0
226021,3,5,1.0,2.0,30,5.204006687076795,5.521460917862246,4.92,4.94,4.87,1,1,1,1,1,5,5.19295685089021,1
228317,2,2,1.0,1.0,30,5.288267030694535,4.5217885770490405,4.9,4.95,4.78,1,1,1,1,1,5,5.075173815233827,0
232612,2,2,1.0,1.0,3,3.970291913552122,6.280395838960195,4.86,4.94,4.82,1,1,1,0,0,3,4.859812404361672,1
235552,3,5,2.0,3.0,30,4.709530201312334,3.6635616461296463,4.92,4.85,4.82,1,1,1,1,1,7,5.703782474656201,0
245574,2,2,1.0,1.0,2,5.802118375377063,5.652489180268651,4.62,4.69,4.59,1,1,1,0,1,3,5.220355825078324,0
248865,3,4,1.0,1.0,1,5.075173815233827,3.58351893845611,4.75,4.74,4.46,1,0,1,1,1,5,6.1070228877422545,0
248966,2,2,2.0,1.0,30,5.8998973535824915,3.713572066704308,4.63,4.83,4.56,1,1,1,1,1,5,4.553876891600541,0
249704,3,2,1.0,1.0,30,5.7745515455444085,3.2188758248682006,4.76,4.84,4.64,1,1,1,1,1,6,5.220355825078324,1
249867,2,1,1.0,1.0,30,5.8998973535824915,1.9459101490553132,4.71,4.57,4.29,1,1,1,1,1,1,4.605170185988092,0
253332,2,2,1.0,1.0,3,5.231108616854587,2.772588722239781,4.93,5.0,5.0,1,1,1,1,1,6,5.5909869805108565,0
253466,3,4,1.0,1.0,1,5.075173815233827,3.871201010907891,4.81,4.96,4.71,1,1,1,1,1,5,6.1070228877422545,0
253471,3,4,1.0,1.0,1,5.075173815233827,3.4339872044851463,4.77,4.87,4.6,1,0,1,1,1,5,6.1070228877422545,0
253475,3,4,1.0,1.0,1,5.017279836814924,4.61512051684126,4.85,4.88,4.8,1,1,1,1,0,5,6.1070228877422545,0
253800,3,4,1.0,1.0,1,5.049856007249537,3.828641396489095,4.76,4.87,4.54,1,1,1,1,0,5,6.1070228877422545,0
253803,3,4,1.0,1.0,1,5.075173815233827,3.7612001156935624,4.88,4.81,4.64,1,1,1,1,0,5,6.1070228877422545,0
253806,3,4,1.0,1.0,1,5.075173815233827,3.8918202981106265,4.81,4.82,4.71,1,1,1,1,0,5,6.1070228877422545,0
253811,3,4,1.0,1.0,1,5.075173815233827,4.290459441148391,4.75,4.85,4.66,1,0,1,1,1,5,6.1070228877422545,0
253846,4,2,1.0,1.0,1,5.075173815233827,3.4965075614664802,4.76,4.84,4.56,1,0,1,1,0,8,5.988961416889864,0
255476,2,1,2.0,2.0,30,4.499809670330265,3.8918202981106265,4.94,4.94,4.96,1,1,1,1,1,6,4.465908118654584,1
255601,3,2,1.0,2.0,4,5.7430031878094825,5.634789603169249,4.6,4.69,4.57,1,1,1,1,1,4,5.429345628954441,1
257097,3,2,1.0,2.0,30,5.480638923341991,3.713572066704308,4.88,4.93,4.75,1,1,1,0,1,5,5.262690188904886,1
267652,2,1,1.0,1.0,30,4.875197323201151,4.07753744390572,4.97,5.0,4.95,1,1,1,0,0,5,4.174387269895637,1
268335,3,2,1.0,1.0,60,5.730099782973574,0.0,5.0,4.0,5.0,1,1,1,1,1,6,5.1647859739235145,0
269283,2,1,1.0,1.0,30,4.897839799950911,3.4657359027997265,4.84,4.72,4.78,1,0,1,0,1,5,4.248495242049359,1
275976,3,5,1.0,2.0,30,5.598421958998375,5.484796933490655,4.71,4.74,4.7,1,1,1,1,1,4,4.941642422609304,1
276021,3,4,2.0,2.0,180,5.8998973535824915,0.6931471805599453,5.0,5.0,4.0,1,1,1,1,1,5,5.857933154483459,0
276317,2,2,2.0,3.0,30,5.877735781779639,5.220355825078324,4.87,4.87,4.69,1,1,1,1,1,5,6.551080335043404,1
277883,2,2,1.0,1.0,30,4.48863636973214,4.04305126783455,4.73,4.73,4.64,1,0,1,1,1,5,4.736198448394496,0
279857,3,16,5.0,6.0,4,5.476463551931511,5.459585514144159,4.88,4.81,4.85,1,1,1,1,0,1,7.065613363597717,1
286662,3,2,1.0,0.0,30,3.5263605246161616,5.840641657373398,4.84,4.94,4.81,1,1,1,0,1,5,4.787491742782046,0
287845,3,4,1.0,2.0,30,4.852030263919617,4.882801922586371,4.98,4.95,4.83,1,1,1,1,1,5,5.298317366548036,0
294227,3,4,1.0,1.0,1,5.075173815233827,3.8918202981106265,4.83,4.89,4.7,1,0,1,1,1,5,6.1070228877422545,0
294242,3,4,1.0,1.0,1,5.056245805348308,4.48863636973214,4.82,4.86,4.75,1,0,1,1,1,5,6.1070228877422545,0
294259,3,4,1.0,1.0,1,4.77912349311153,5.209486152841421,4.78,4.79,4.66,1,1,1,1,1,5,6.1070228877422545,0
294263,3,4,1.0,1.0,1,5.030437921392435,5.0689042022202315,4.85,4.83,4.74,1,0,1,1,1,5,6.1070228877422545,0
294280,3,4,1.0,1.0,1,5.075173815233827,3.828641396489095,4.89,4.91,4.67,1,0,1,1,1,5,6.1070228877422545,0
296717,2,3,1.0,1.0,30,5.5909869805108565,2.995732273553991,4.5,4.39,4.44,1,0,0,0,1,5,4.007333185232471,0
298759,2,2,1.0,2.0,30,5.762051382780177,3.871201010907891,4.63,4.92,4.52,1,1,1,0,1,5,4.007333185232471,0
310524,2,2,1.0,1.0,2,5.43372200355424,4.882801922586371,4.89,4.88,4.82,1,1,1,1,1,6,5.049856007249537,1
322037,3,5,1.0,1.0,30,5.786897381366708,5.666426688112432,4.83,4.8,4.73,1,1,1,1,1,5,5.521460917862246,0
328744,3,4,1.0,2.0,30,5.123963979403259,4.969813299576001,4.86,4.89,4.74,1,1,1,1,1,5,5.4680601411351315,0
332208,2,2,1.0,2.0,30,5.8944028342648505,1.0986122886681098,4.67,5.0,4.67,1,0,0,0,1,5,4.8283137373023015,1
350168,3,2,1.0,2.0,30,5.8916442118257715,2.302585092994046,4.22,4.1,4.1,1,0,0,0,1,5,5.1647859739235145,0
352651,2,2,1.0,1.0,30,5.247024072160486,2.302585092994046,4.44,4.7,4.67,1,1,0,0,1,1,4.418840607796598,0
355563,3,8,2.0,3.0,30,5.278114659230517,0.0,5.0,5.0,5.0,1,1,1,1,1,3,6.214608098422191,1
373618,2,2,1.0,1.0,2,4.343805421853684,5.003946305945459,4.97,4.97,4.84,1,1,1,1,1,7,5.662960480135946,1
400078,3,5,2.0,3.0,30,5.8998973535824915,0.0,0.0,0.0,0.0,1,1,1,0,1,5,5.857933154483459,0
408983,3,4,1.0,1.0,30,5.8971538676367405,4.8283137373023015,4.77,4.86,4.77,1,1,1,1,1,5,6.028278520230698,0
409262,3,5,1.0,2.0,30,5.840641657373398,3.4965075614664802,4.89,4.88,4.63,1,1,1,1,1,5,5.703782474656201,1
411918,3,6,1.0,3.0,30,5.181783550292085,5.231108616854587,4.77,4.82,4.78,1,1,1,1,1,1,5.247024072160486,1
413504,2,2,1.0,1.0,30,5.187385805840755,5.181783550292085,4.93,4.96,4.84,1,1,1,1,0,5,5.147494476813453,0
416557,3,3,1.0,1.0,30,5.8971538676367405,3.828641396489095,4.64,4.57,4.65,1,1,1,0,1,5,4.976733742420574,0
417685,3,6,1.0,2.0,30,5.429345628954441,5.860786223465865,4.71,4.8,4.71,1,1,1,1,1,5,4.8283137373023015,0
423015,2,2,1.0,1.0,30,4.605170185988092,3.58351893845611,4.75,4.64,4.67,1,0,0,0,1,5,3.5553480614894135,0
432823,2,2,1.0,0.0,30,5.8944028342648505,2.302585092994046,4.8,4.7,4.6,1,0,0,0,1,3,5.521460917862246,0
433414,3,2,1.0,1.0,30,5.093750200806762,4.7535901911063645,4.86,4.85,4.74,1,1,1,0,1,5,5.0106352940962555,1
433914,3,4,1.0,1.0,30,5.62040086571715,4.189654742026425,4.52,4.7,4.47,1,1,1,0,1,1,4.553876891600541,0
437352,3,3,1.0,2.0,115,5.726847747587197,3.1354942159291497,4.96,4.96,5.0,1,0,1,1,1,6,5.056245805348308,1
439750,2,2,1.0,1.0,150,5.811140992976701,2.1972245773362196,4.75,4.56,4.56,1,1,1,0,1,5,4.007333185232471,0
439870,3,6,2.0,4.0,30,5.4680601411351315,1.0986122886681098,5.0,5.0,5.0,1,1,1,1,1,3,6.163314804034641,0
448011,2,2,1.0,1.0,30,5.176149732573829,3.4011973816621555,4.77,4.87,4.77,1,1,1,1,1,5,5.298317366548036,0
449660,2,2,1.0,1.0,30,5.8998973535824915,4.836281906951478,4.86,4.82,4.84,1,1,1,1,1,5,4.382026634673881,0
453094,2,2,1.0,1.0,2,5.713732805509369,6.234410725718371,4.53,4.63,4.59,1,1,1,1,1,5,4.605170185988092,1
466277,3,5,1.0,2.0,30,5.204006687076795,5.393627546352362,4.86,4.85,4.82,1,1,1,1,1,5,5.1647859739235145,1
466457,3,3,1.0,2.0,30,5.225746673713202,5.68697535633982,4.81,4.92,4.82,1,1,1,0,1,1,5.298317366548036,0
479002,2,2,2.0,2.0,30,5.726847747587197,4.290459441148391,4.96,4.92,4.86,1,1,1,1,1,3,6.139884552226255,1
483414,2,2,1.0,1.0,30,5.713732805509369,3.4011973816621555,4.7,4.77,4.6,1,1,1,0,1,5,3.8918202981106265,0
491123,2,2,1.0,1.0,30,5.8971538676367405,5.43372200355424,4.83,4.88,4.75,1,1,1,1,1,5,4.927253685157205,1
496166,3,2,2.5,4.0,30,5.8944028342648505,2.833213344056216,4.94,5.0,4.8,1,0,1,1,1,1,6.618738983517219,0
498052,2,2,1.0,1.0,1,5.455321115357702,5.4638318050256105,4.98,4.98,4.89,1,1,1,1,1,6,5.0106352940962555,1
500886,2,2,1.5,1.0,4,5.811140992976701,5.153291594497779,4.94,4.97,4.87,1,1,1,1,1,3,5.003946305945459,1
504362,3,5,1.0,2.0,30,5.8805329864007,4.430816798843313,4.81,4.85,4.63,1,0,1,1,1,6,5.717027701406222,0
507393,2,1,1.0,1.0,30,5.768320995793772,4.1588830833596715,4.58,4.67,4.59,1,0,1,0,1,5,3.8918202981106265,0
513343,3,2,1.0,1.0,30,5.594711379601839,0.0,5.0,5.0,5.0,1,0,0,1,1,5,4.8283137373023015,0
523123,3,6,2.0,4.0,30,5.062595033026967,3.4339872044851463,5.0,5.0,4.9,1,1,1,1,1,3,6.2324480165505225,0
528485,2,1,1.0,1.0,30,5.318119993844216,2.8903717578961645,4.5,4.33,4.44,1,1,1,1,1,5,3.8918202981106265,0
531455,3,2,1.0,1.0,31,5.123963979403259,3.295836866004329,4.62,4.62,4.5,1,0,1,0,1,5,4.430816798843313,0
536578,2,2,1.0,1.0,30,5.043425116919247,3.4339872044851463,4.84,4.73,4.87,1,1,1,0,1,5,3.7612001156935624,1
541725,3,2,1.0,1.0,30,5.594711379601839,3.784189633918261,4.93,4.91,4.77,1,1,1,1,0,7,5.726847747587197,1
545261,2,3,1.0,1.0,30,5.8998973535824915,0.6931471805599453,5.0,5.0,5.0,1,0,1,1,1,5,5.298317366548036,0
550653,2,1,1.5,1.0,30,5.8944028342648505,1.9459101490553132,4.86,4.86,4.86,1,1,1,0,1,5,4.189654742026425,1
552519,3,6,1.0,2.0,30,5.82600010738045,5.541263545158426,4.72,4.81,4.66,1,1,1,0,1,5,4.762173934797756,0
568661,3,2,1.0,1.0,30,5.14166355650266,4.143134726391533,4.94,4.95,4.81,1,1,1,1,1,7,4.499809670330265,1
569255,3,2,1.0,1.0,30,5.187385805840755,3.8066624897703196,4.14,4.14,3.98,0,0,0,0,0,5,4.997212273764115,0
570750,3,4,1.0,2.0,30,5.0238805208462765,5.768320995793772,4.79,4.88,4.76,1,1,1,1,1,5,4.736198448394496,1
571564,2,2,1.0,1.0,30,4.454347296253507,4.867534450455582,4.52,4.57,4.61,1,1,1,0,1,1,4.624972813284271,0
573671,2,1,1.5,1.0,30,5.8998973535824915,4.060443010546419,4.74,4.81,4.64,1,1,0,0,1,5,4.499809670330265,1
577243,2,2,1.0,1.0,30,4.143134726391533,3.258096538021482,4.92,4.88,4.92,1,1,1,0,1,5,4.248495242049359,0
581488,3,2,1.0,2.0,30,5.726847747587197,3.5263605246161616,5.0,5.0,4.88,1,0,1,1,1,5,5.641907070938114,0
587698,2,2,1.0,1.0,30,5.8998973535824915,4.718498871295094,4.84,4.86,4.78,1,1,1,1,1,5,4.836281906951478,0
597668,2,2,1.0,1.0,30,5.176149732573829,2.995732273553991,4.8,4.8,4.7,1,1,0,0,1,5,4.787491742782046,0
600775,2,2,1.5,1.0,30,5.720311776607412,4.574710978503383,4.71,4.74,4.73,1,1,1,0,1,1,4.499809670330265,1
618916,3,3,2.0,2.0,30,5.231108616854587,2.5649493574615367,4.85,4.92,4.85,1,1,1,1,1,1,5.298317366548036,0
643328,3,2,1.0,1.0,30,5.356586274672012,5.342334251964811,4.69,4.85,4.73,1,1,1,0,1,5,4.941642422609304,0
646458,2,2,1.0,1.0,30,4.1588830833596715,2.0794415416798357,4.86,4.63,4.38,1,0,1,1,1,5,4.605170185988092,0
651648,2,2,1.0,1.0,3,5.0369526024136295,4.820281565605037,4.94,4.94,4.84,1,1,1,0,0,4,5.655991810819852,1
656281,2,2,1.0,1.0,30,5.713732805509369,4.31748811353631,4.88,4.93,4.78,1,1,1,1,1,5,4.418840607796598,0
666613,3,4,1.0,2.0,31,4.663439094112067,5.099866427824199,4.52,4.63,4.57,1,1,1,1,1,7,5.351858133476067,0
669640,2,1,1.0,1.0,30,5.8805329864007,2.995732273553991,4.8,4.3,4.25,1,0,1,0,1,5,4.418840607796598,0
681599,2,2,1.0,1.0,30,4.836281906951478,3.828641396489095,4.5,4.41,4.59,1,0,0,0,1,5,3.970291913552122,1
690603,3,5,1.0,2.0,30,5.840641657373398,4.465908118654584,4.79,4.88,4.86,1,1,1,0,1,5,5.14166355650266,1
698132,2,2,1.0,1.0,4,5.811140992976701,5.905361848054571,4.92,4.95,4.86,1,1,1,0,1,4,5.181783550292085,1
699472,3,4,1.0,1.0,3,5.087596335232384,6.352629396319567,4.9,4.9,4.8,1,1,1,0,0,5,5.501258210544727,0
703971,2,2,1.0,1.0,30,5.231108616854587,2.9444389791664403,4.28,4.42,4.47,1,1,0,0,1,1,4.343805421853684,0
705997,3,1,1.0,0.0,30,5.4638318050256105,3.4965075614664802,4.85,5.0,4.91,1,1,1,1,1,5,4.382026634673881,1
712260,2,2,1.0,2.0,30,5.69035945432406,4.727387818712341,4.83,4.88,4.72,1,1,1,0,0,1,5.480638923341991,0
713538,2,2,1.0,1.0,30,4.499809670330265,6.363028103540465,4.8,4.87,4.7,1,1,1,1,1,3,5.0106352940962555,0
715102,2,1,1.0,1.0,30,4.394449154672439,3.912023005428146,4.96,4.94,4.98,1,1,1,0,1,7,4.31748811353631,1
727512,3,4,1.0,1.0,1,0.0,4.882801922586371,4.75,4.79,4.73,1,1,1,1,1,5,5.988961416889864,0
736187,2,1,1.0,1.0,30,5.62040086571715,3.828641396489095,4.24,4.37,4.28,1,0,0,0,1,5,4.060443010546419,0
749276,3,6,1.0,2.0,30,5.8998973535824915,4.820281565605037,4.5,4.69,4.51,1,0,1,0,1,5,5.075173815233827,0
753687,3,2,1.0,1.0,3,5.68697535633982,5.267858159063328,4.48,4.62,4.43,1,1,0,0,1,1,5.0106352940962555,0
753991,3,4,1.0,2.0,30,5.739792912179234,5.598421958998375,4.79,4.91,4.82,1,1,1,0,1,5,4.700480365792417,1
765315,2,2,1.0,1.0,4,4.941642422609304,4.812184355372417,4.79,4.9,4.82,1,1,1,0,0,6,5.10594547390058,1
765569,3,4,1.0,2.0,30,4.836281906951478,4.406719247264253,4.89,4.96,4.9,1,0,1,1,1,5,5.298317366548036,1
767562,2,1,2.5,1.0,30,4.836281906951478,4.61512051684126,4.88,4.78,4.81,1,1,1,1,1,3,3.7376696182833684,1
776257,3,2,1.0,1.0,30,4.0943445622221,4.553876891600541,4.77,4.88,4.65,1,1,1,0,1,5,5.783825182329737,0
777097,2,3,1.5,1.0,30,5.181783550292085,0.6931471805599453,5.0,5.0,4.5,1,0,1,1,1,5,4.74493212836325,0
777327,3,3,1.0,1.0,30,5.598421958998375,4.1588830833596715,4.67,4.68,4.51,1,1,1,0,1,5,5.0106352940962555,1
781865,3,3,1.0,1.0,30,3.4011973816621555,4.276666119016055,4.78,4.8,4.76,1,1,0,0,1,5,5.049856007249537,0
784122,3,4,1.0,2.0,30,5.786897381366708,4.5217885770490405,4.77,4.83,4.75,1,1,1,1,1,1,5.1647859739235145,0
784124,3,4,1.0,2.0,30,5.8971538676367405,4.382026634673881,4.73,4.88,4.75,1,1,1,1,1,5,5.043425116919247,0
804194,2,2,1.0,1.0,3,4.532599493153256,4.499809670330265,4.93,4.92,4.87,1,1,1,1,1,5,4.875197323201151,1
805218,2,2,1.0,1.0,30,5.049856007249537,4.584967478670572,4.95,4.95,4.9,1,1,1,0,1,7,4.6913478822291435,0
813225,2,1,2.0,1.0,30,5.017279836814924,3.6888794541139363,4.88,4.97,4.92,1,1,1,1,0,3,4.174387269895637,1
817113,2,3,1.0,1.0,30,5.056245805348308,4.394449154672439,4.48,4.7,4.64,1,0,0,0,1,1,4.6913478822291435,0
