"id","price","bedrooms"
727002652481662080,40,1
577857477164670464,150,2
1096458753806309120,39,1
1212347649197198848,100,1
45642113,45,1
54104181,122,1
1175196318956071680,250,0
1030471955409300992,130,1
49134582,125,1
13113906,109,1
782436079416449152,40,1
894088687601437952,51,1
1025073150483139584,197,2
1164512721184646144,623,1
53786119,100,1
44378348,186,1
29946757,60,1
1087901565405749760,72,1
866640149596607104,140,2
856334958557419904,152,1
1211549563874716928,125,1
1074599184000313728,51,1
4920448,310,1
40448123,235,3
1177571866340049664,150,3
862664998185425024,189,3
46987549,140,1
826599599878574464,74,4
51400328,47,1
678331335413405312,160,1
42584572,482,4
788623244188373760,240,3
1102297995476744832,61,1
590040648193371392,69,1
752514414550683904,280,1
3616173,79,1
51493315,250,2
804263080422812032,108,1
1230464737360638208,145,1
688500937567104640,85,1
1102280523543975936,61,1
27361377,105,1
1111072720693755520,352,1
13674349,139,1
733219724258180864,20,1
1120414324364217856,70,1
1171092946447246080,290,2
34272580,250,3
926987680896723456,63,1
11935301,85,1
816182291434872192,56,1
1005816756950762496,45,1
605734646204848640,135,1
1134900809771751424,259,3
920480961318691712,218,0
642617234993807488,350,3
1076251965570121216,40,1
749139083726291200,300,2
1138079767290926848,44,5
716560648283336576,240,2
15844782,110,1
1122265328870455424,72,1
879848302925367424,120,1
1181208177611881984,40,1
1.223535327603e+18,397,2
1008782792044941056,57,1
37549695,200,1
14625676,500,3
1089725892764328448,52,1
936218,60,1
649265769107676544,203,0
1020278049478659328,47,1
28734298,290,1
1001507167604490880,53,1
1005680400003560192,45,1
1223221380208595456,180,2
13408222,139,1
52440477,85,4
803377680297961600,84,5
568662479529184448,62,4
948160046984994560,134,2
1107420594171076608,219,2
825104177467949568,206,2
34866682,754,9
51968666,1028,2
50622095,170,1
736427204561194240,463,4
917521967079126144,72,1
760067389876708864,305,2
797892140796541184,93,3
774790005240645120,76,1
958610073245715968,59,1
1232921272429416960,188,1
621196224002920576,42,1
965700993532862848,160,5
1223348108167163136,53,1
1074601780362934912,51,1
1090638611066390400,68,1
49768585,120,0
836121760362411264,579,1
27782948,85,1
53122311,81,1
14467602,130,1
1020338711341788160,50,1
879611314193733376,52,5
772535704907927296,85,3
13236366,210,2
847117939267245056,47,1
343766,87,1
1076241336406618496,68,1
1172529886815492608,46,1
1193544361676194560,50,0
37059899,354,4
49639535,150,0
866654663028165248,334,1
665409290103351552,150,0
12867918,158,0
894500003651727488,1500,2
53184843,86,3
14139553,161,0
823268495658074240,250,1
49342328,200,1
1157999417746123264,349,1
53278603,94,4
555056971119508992,175,1
1019429690426278144,398,2
29923555,1000,1
39627727,393,1
1051303514337719552,230,0
892026379481282304,150,1
44243762,55,1
755808864708679808,140,1
52654519,389,1
1078295487634551680,175,1
52253807,300,1
803060292907495808,749,3
837710715465059200,320,0
1152426994398176768,280,1
844029641961371008,75,0
1011621999180896640,40,1
836251283404712064,256,1
588627515187957888,176,1
920194483850422912,159,1
866980963931403520,117,0
51306036,183,2
824147186167780480,166,1
45671894,170,0
1085364407279610496,105,1
1124103332108287616,195,1
52172551,2106,1
52885449,43,1
820836733548846720,95,3
1064300827695462528,602,2
1006493394300852608,140,1
981022462655996288,161,0
1004444046931824896,45,1
932578265767796992,160,1
963753922876932864,46,1
852861045942692096,81,1
52318271,150,0
53105871,46,1
984675312100441344,61,1
7254986,650,3
6833395,1200,1
53313409,209,0
51578313,205,2
1.020318924718e+18,50,1
37624494,175,1
1001598392441206528,95,1
1118075775886720768,191,3
1147111206126339456,243,2
1215349576561145600,222,0
1097125456307217664,315,1
9548422,45,1
47803519,79,1
34542550,73,1
918728404559190272,55,1
782595339625590656,150,2
1219625120232103168,92,1
45477103,98,1
775951939692360064,175,0
912396732617862272,9999,3
17943732,350,2
636748829958680576,280,1
702953973018419968,149,1
570034665527308096,359,1
50740601,200,3
20770969,258,0
45359746,94,4
7816449,893,2
2922197,75,1
580271592654434944,302,1
45522807,92,4
1086871715782142976,74,0
943448404698310528,170,1
48111511,40,1
1040898579729936128,360,2
700246592261412608,2000,0
48265859,26,1
29155895,300,1
1019640095376235776,239,1
52323876,90,0
1142085197774447872,232,3
1207548217188818432,160,0
1010816621788352640,48,1
47783561,85,1
840868276915949312,60,1
1067282933172289280,479,1
845041278365372160,119,2
988742699629723520,24,0
1047222024885820416,599,1
1186434707030682624,2000,3
413504,172,1
51907253,766,1
53130376,94,1
839415800079955072,211,1
1097176520785786624,307,1
1141545946910311424,65,1
773411792567687296,149,1
781858976833844736,200,0
960284822920196096,227,1
937671047490491776,75,1
54338345,234,0
570315741712078976,283,1
53317759,49,1
960822410559368320,80,1
47223694,52,1
42682643,70,1
50373097,70,0
582935357509088256,90,2
761616212974802560,43,1
1126289589531508352,336,1
1164615074749935872,332,1
34384958,110,0
1142128655151068032,170,1
1192559545079943936,355,2
1009467369984606464,116,2
953156373641215488,138,1
1106503385900348032,385,1
38866268,143,1
47553112,239,0
12812577,650,4
1020872183162118400,106,3
51615709,140,0
1121858306063246208,189,2
727439577532735360,3143,1
745632549952601216,160,1
923822272026545792,350,2
958891583704104576,258,2
1176767328809600512,415,1
877260115601894272,411,1
949284629071808512,467,1
808627778501508736,210,0
1166304535202247680,695,1
1141804759863805184,275,4
724493104271684608,100,1
45529380,95,5
53475354,117,0
43477321,599,3
26953759,450,0
157673,65,1
1072469613386836480,321,1
30206047,1000,3
795586449160780928,156,5
860735021598007680,159,0
673811265484009472,285,2
1045422932660605952,434,1
1148415583851225856,44,1
792134666827224832,120,1
46715472,434,1
772478743978557824,320,2
1030672400790104576,181,1
1144825022196716800,240,1
1237701782724941312,190,2
960863548264366976,359,5
1085844334621444480,242,1
657125083842330368,160,1
41670159,161,1
42404665,464,1
725398332156942208,296,1
766668848962262912,345,1
68974,657,3
902813434268355200,448,1
757277022393109376,165,2
1111468336655364608,475,0
579063522427869184,2500,6
8522395,53,1
772582827254717440,296,2
1157796350358598912,59,1
1097315160466215936,125,0
1233927099872058368,1299,3
1040340637425221248,134,1
1236158450250691328,41,4
1111530958176880512,485,2
37908288,418,3
886123887345983360,90,1
53623779,160,1
34544360,250,1
1717226,250,3
792084481792213376,178,1
904536587376482176,277,1
1127439245762741632,421,1
1036693686167816704,156,1
47889158,144,1
1008301599260572160,119,1
1051427357348578176,216,2
1060848586268819072,705,1
25443451,276,1
609425709203864448,250,3
34673353,220,2
53916135,43,1
973877376052421504,175,1
789850979080614912,200,0
53837021,107,2
1106503342430113536,394,1
46791082,257,0
1167269819629271296,131,0
6105742,300,1
866916824998288512,105,1
989145105968736256,644,3
1670517,235,1
701352651977610624,153,2
1090553830200685056,86,1
576779694848403072,177,2
1033019798667589376,389,2
1086158686226201856,344,1
1073191131218200320,2600,3
704960933715417600,51,1
1176179381586469120,42,1
34620162,88,1
21839021,90,1
960901063510719872,100,1
50257676,99,1
979665436549588736,48,1
867079102546665344,131,1
866912354945573632,164,1
818179625602858880,232,1
1176163500569033984,41,3
822778389069736704,89,1
679521094740973824,329,1
542959954217251648,110,0
1206606432001246720,112,1
43558653,43,1
1139788843133115264,66,1
1091998427751796352,89,1
35614233,96,1
603753191773135360,74,0
1072622791437897088,59,1
808627949318404736,210,0
1150875449330438144,35,1
981244920997760256,95,1
793439340837320960,65,1
10096515,130,1
969521494667176704,109,1
19523894,105,1
47152307,279,1
766065140823310080,126,1
1004466409355496576,105,1
1149978601732480512,104,1
1212860217102624512,899,2
729125823009270656,40,1
638404496657149568,40,1
609278205075943424,100,1
1073895646862858880,150,1
1003631615633097344,158,0
34485699,546,1
680442514253235456,140,1
1142799747235447424,150,0
63588,89,2
618451653506979200,70,0
934762743705655808,4320,1
52013393,85,1
1203670970874524672,44,1
1221075409723204608,86,1
882522731362408960,95,1
51863390,75,1
819711620719566336,99,1
641128802903031808,115,1
1237100764139053312,315,3
829857325242398336,120,1
1142244830562885376,79,0
768894253310309632,100,2
952108784311950080,45,4
12359146,150,4
29963575,55,1
855566840627585408,425,2
1219610634967902720,51,1
726691054073114752,85,1
44402774,70,1
906795104264452352,139,1
963914944993129472,132,1
866891813105747072,205,1
1178901341144672256,115,1
883193158224666368,67,1
50490000,184,1
1089912037059935744,100,0
1163629234404720896,55,0
36267546,68,1
39903508,125,2
1114771396821136128,501,1
31218310,68,1
924696138423614208,348,1
37397088,129,2
44475635,39,1
714678465236240384,664,3
43311186,200,0
14499377,80,1
611859893450940288,38,1
35430378,84,1
24541153,220,1
9147025,124,0
864544711186559744,90,1
52365494,153,2
37634767,181,1
1143650097204344192,40,1
960193222343743488,75,1
736678331800252160,206,1
38496782,69,2
684818345183889664,150,2
33521985,400,3
881384171635357184,87,1
1123784306015693568,87,2
51920836,55,1
39269487,92,0
649907962236132608,70,1
52194261,500,1
792261106552376448,130,1
978187771536597632,80,1
1034787269959098752,92,1
53263395,58,1
51461593,259,1
47846577,114,2
46158013,42,1
878348575480539520,88,1
1176243945930185984,41,1
869517168278341376,40,1
1128948603399756032,90,1
1023494946501931904,133,1
45460506,165,1
48334556,62,1
1211677338133559552,109,1
572714852622616640,80,1
1189894711332118528,334,1
43803118,65,1
43847085,99,1
687143636484310656,137,1
837029221074776576,212,1
791362835878118528,47,1
826470917092943872,100,1
18721341,90,0
1192288152118668800,218,2
868166766328344576,52,1
36134670,90,1
739314926079159680,58,1
878171494064928512,89,1
1169101124186546432,121,1
19500346,85,1
52716416,220,2
45368990,155,0
24599452,85,1
12642845,200,1
690231430345643136,1211,3
963568680727420416,225,2
1186253206194178304,334,1
1007225844823503360,220,2
926448006464990976,46,4
738531349516163968,109,1
599806687631020672,85,1
46156111,36,1
843519103009321984,37,1
32595489,75,1
1189281043249431040,55,1
19673318,189,1
613230113020408064,194,2
1210154367185131520,200,1
1218149139595160064,42,1
560997011642218304,82,1
1138391892583319168,425,2
923932984833086848,279,1
580327989332196992,130,1
18345358,55,1
1233373728942686976,300,3
672794036667337216,65,1
53050789,102,1
1171818396809847808,499,2
1138369146868364800,189,1
27705293,110,0
23597076,110,1
656619145059844992,60,1
910077183764369536,62,4
924768162233456384,129,1
734154018348711424,62,1
812940893548383232,39,5
1191438920665329408,199,1
692813905111173376,10000,4
922531986743506048,59,1
795666064566018432,67,1
53330115,85,1
564546597596686720,65,1
1.006487297635e+18,125,1
52381790,73,2
556719526790566016,79,1
812155378094933504,57,4
876235378836442112,120,0
1147892677517533056,73,5
803388618917947392,60,4
17494614,99,1
3945636,63,2
1233214287379071744,250,2
845595188056013824,39,4
50133987,120,1
51539066,75,1
18404373,1000,0
1220548,95,2
1172359677808550400,50,1
4436944,50,1
755864309002645504,84,1
705983605034112256,57,1
1223222988707279360,58,1
1208640642572493056,8403,1
22389035,58,1
8597141,164,1
763186374158969600,133,1
1165823906279511552,170,1
1075492199979189376,68,1
1197713677525733376,421,2
690552616328239360,96,1
39176548,250,2
805371601160736640,39,5
878174846329432960,265,2
1227596783718812672,58,1
51669901,90,1
1071633422134710400,145,1
49832058,650,0
1014440322562296320,100,1
1010941533813299328,48,1
45972391,64,1
144087,499,2
54860,125,1
1205407005547534592,80,1
644755921284741888,439,0
1213027158255885056,297,1
1181127097582334720,412,1
1097224211313304832,82,1
1141963099135559040,263,1
819507461872359680,160,1
30021914,80,1
2296024,260,3
42795515,56,1
959554192013407744,334,1
53133025,280,1
928135852681483776,65,2
757149473920319232,130,1
771422886160920320,69,1
48992874,60,1
821812150063956352,446,2
1170335111195186688,120,2
776812321278978944,185,1
4031463,71,1
921319100095468288,150,1
704925015465957888,72,1
35712515,60,1
796987227532480896,142,1
959603104962841984,339,1
712211756060399488,120,1
49075743,60,1
50809342,120,1
49089414,218,1
49074726,227,1
852632,89,1
1092072336012573184,425,0
615395641198034048,122,1
849458722007621760,80,1
34592851,4000,4
1076207371486603392,40,1
53494944,91,1
773117291811272448,237,1
657160196365765376,159,2
2112142,37,1
1212732804652060416,95,1
745881711855691264,91,1
745377464961599872,41,1
1140112176584547968,242,2
942036670981097216,35,1
31957975,113,1
24022894,110,0
9299164,38,1
1171095609819278080,107,1
24332080,66,1
719593216551653120,190,1
44098704,127,1
1013882388980738176,196,2
836109742135678336,432,3
19622976,49,1
888385005019472768,170,1
1042218107096684032,40,1
14357698,275,2
1131804461707241728,30,1
634996589413630592,165,4
840879766976439424,65,1
11020169,120,1
1103765358826380160,135,1
31144445,53,1
625396851096244096,70,1
1121071083462663296,55,1
1147893519885473024,87,5
53634502,153,1
720527382291576064,32,1
45957861,299,3
848416944928326400,80,1
802160217106295424,62,5
557509075015430144,65,1
1948494,99,1
812614501465645568,48,5
28188131,91,1
792016520538275072,51,1
52360862,600,4
53560986,46,1
46565079,150,2
16974611,52,1
42158612,70,1
27211525,61,1
843519275402897920,74,5
773055752165402240,43,4
1094973250036740608,78,1
21566887,65,1
33127624,90,1
38780110,51,1
990592779149941120,159,0
1170657502791644416,99,1
986306102123668352,43,1
1176853764246777344,6000,1
1189948550106841856,125,1
678314451867012736,750,3
1034128450049103104,230,1
823403018504800640,150,1
1134993338603897728,156,1
762296955086811904,221,2
671831802785282176,104,1
26954041,743,2
38235141,82,1
50654283,27,1
1092280833430415616,169,1
43558333,50,1
563948043642293632,999,2
6334236,81,1
21524489,120,1
35520176,469,2
1220851579572041728,199,3
799414421319259136,225,1
932099943499845504,56,1
656572443194920448,60,1
1184070598813464064,89,1
746979573400301824,176,0
645666659875635328,100,1
35548721,49,1
1097125624434587136,312,1
870319787566373120,92,1
689168899782649216,72,1
1020340862401523968,50,1
823814510650049792,115,1
559586504917827328,65,1
1102971605581262592,65,1
30003335,60,1
771766947230589312,69,1
1097125870673466752,343,1
918158720284859136,169,2
1184632004227393024,334,1
581858374016685056,295,2
1228436098594417920,493,1
65660,130,1
1095737290006810496,329,2
979006571228615808,400,2
1016618958526024064,804,3
174966,2500,2
773155078509233920,105,1
1081761700670315776,230,1
1149502068664672256,123,0
1115296316091602432,200,0
699799295716034688,120,0
952798329936840192,210,0
789818156626793472,295,2
49089593,218,1
49294132,150,0
954299772270320512,326,1
36875336,55,1
726146340579191808,165,1
1189627104072017152,334,1
52372037,200,1
559619308472416448,63,1
633956160953215616,425,1
694814715305886720,90,1
19326306,40,1
640436833654251008,55,1
811638251522261632,199,2
597938230465576704,160,1
50623654,210,2
568715568448775360,58,1
52766414,200,2
616588223686232576,64,2
1215627,157,0
606502008318501248,400,2
38486378,636,3
6422511,90,1
1039210852147357056,100,1
52656590,87,1
12114040,87,1
1185601924487896576,1899,4
712271296660203008,129,1
22634088,46,1
1.205708736976e+18,99,1
50797765,125,1
48936871,489,0
837800636838438272,90,1
886123877714493312,90,1
711501151642222848,180,1
1163877488114193408,1184,1
740654894919684736,600,1
39280356,120,2
916821110812610176,900,2
877622101671250688,120,1
50975371,78,1
32502180,115,1
718990899377924096,47,1
770483747373569408,95,1
858763587774457984,117,1
46414174,104,2
811794915460622848,410,0
1201585771342168064,1100,4
17512466,155,2
782868550918058496,179,2
1025666312048448896,74,1
778574542530282496,40,1
35646199,75,1
795567016276992512,110,1
722231135355864960,402,1
12645495,175,3
30681498,68,0
1199474355907371520,159,1
731214915263523328,50,1
888551200498958464,40,1
53065241,225,2
682775213799997568,300,2
31537701,257,1
903013004337597568,75,1
895959960269467008,70,1
833310434929138944,99,3
569183451383157184,84,1
692700316570921728,70,1
38871574,60,1
706785767610887296,220,1
821694666164845184,150,1
26165109,200,2
14686840,38,1
52861792,345,1
747776875953526784,49,1
868171732866655488,50,1
709538422466881664,150,1
835628809880515456,100,0
2415563,65,1
886939753063835904,160,2
17265284,289,3
24987685,135,3
5020687,85,1
741416829933711744,70,1
1157308171198779904,160,3
736139385311072384,94,1
742714386869902208,55,1
1018328802597527296,56,1
850082047929987968,75,1
944236621599209088,48,1
733181162645787008,250,2
35513883,60,1
14452731,89,1
53079605,45,1
779849998311560192,185,3
832509966155692416,74,1
1084339111065922432,120,1
605057284037163136,325,2
17277167,85,1
8589729,220,2
1084828217755385984,137,1
793471885965153024,66,1
763948654655084544,157,2
700731410900565760,189,1
594278892712646656,490,4
53413454,175,1
53784778,120,1
26803556,175,2
1024672422554632320,136,2
786353625151565440,145,2
19596021,205,1
1082456808583651200,115,1
1226899584080273152,68,1
751003075015712640,170,2
5276602,70,1
51109929,95,2
13857291,72,1
842303573357572992,124,1
603323604235900928,49,1
877488570974003968,104,0
48978779,48,1
692345486097351680,38,1
958148812089033216,85,1
51149917,45,1
1075973073963279488,50,1
845593471934446208,41,4
785614258641560448,38,1
985630795755726848,37,1
670401205229303168,75,1
739226012536224640,70,1
729901170307417856,55,1
992288056003104896,89,1
13100726,245,1
45951781,32,1
1011205237072667904,125,1
9858717,47,1
38198444,58,1
1100587149730621952,40,1
1172884916397719040,40,4
1025391402617508736,370,5
9919728,328,3
864981,47,1
796553153836337152,150,1
18993091,75,1
699238002983385600,135,2
53696990,139,0
15467130,100,1
21973105,36,1
985018927664356224,255,1
940116,47,1
10282307,210,1
800784650035007744,188,2
1101146791950591872,160,3
19294842,55,1
46169958,49,1
1095599916245109760,38,1
548963764109682368,210,3
987717105504020224,42,1
39587759,90,1
727067452156246400,120,1
791371524330750336,47,1
47077578,46,1
883607653341164672,56,1
843182778674338304,214,2
36981285,61,1
698952060530193536,124,1
1390964,180,1
9116018,75,1
6071870,50,1
774826768451201664,170,2
932865847860645632,87,2
35716479,150,1
50999787,98,1
52258307,58,1
1016667809847251968,43,1
30349066,150,1
4355934,47,1
670508782333755776,55,1
1061218733836374144,60,0
548559882209685184,112,1
1158106320609887488,200,3
1152972711471489024,281,1
40067442,95,1
724835120949186176,325,1
939855522492183680,60,1
49319626,45,1
847465600706448512,33,1
35672714,125,3
934508694446219136,38,1
24468390,71,1
920867558233350912,42,1
26560159,126,1
45698750,462,3
910086340644888064,37,4
987725019122308480,37,1
1016657029340036992,120,1
985326372803136896,184,1
582466438103478016,121,0
40397243,82,1
51205263,440,1
986312342198208000,38,1
33873780,325,3
52827359,52,1
675637354003240192,160,1
687654908406137984,60,1
45688889,600,2
1079152229019153536,292,2
1189847911780845824,334,1
1121085931719332352,487,1
1026222232281055616,293,2
4233006,61,1
16380794,192,1
559643918547951488,250,2
770130015451026176,160,2
737043235799509376,130,1
739353430791373440,180,3
745640311964628480,55,1
742782792117753088,150,3
812963637210020992,111,1
46705156,125,2
50586925,32,1
11302521,66,1
690537802369649920,130,2
1066034452713537152,49,1
21745569,92,1
692810208844930048,117,2
1071688769658832384,47,1
954345002932549504,283,2
752124019330703872,173,2
51494382,79,1
786915040612156928,70,1
1100587404542771584,40,1
792013979965554048,48,1
35232819,173,1
4140776,45,1
627209991370408192,75,1
804468188565214848,185,2
42586407,70,1
658932,74,1
954239000010599040,951,2
37971614,108,1
611470894386067968,430,3
2686412,78,1
25448433,60,1
30756898,63,1
986319763478564992,36,1
1174665140305981696,177,2
31854564,99,1
39016717,115,0
31221559,40,1
821872067238466816,35,1
16873148,171,3
839890870797460480,47,1
1223195720648219136,58,1
709989735145005440,70,1
27166074,65,1
51195659,140,0
45721454,73,0
27606552,76,3
3431922,38,1
1073780,120,2
674292457306196224,32,1
1191313973454981376,400,3
43961545,132,1
52492455,167,1
858363213045151744,38,1
491123,138,1
27329928,68,1
1155640211606196224,171,2
24206044,150,1
845596919658541184,48,4
1211018493004251648,160,1
7891403,285,3
1831227,121,1
27570074,375,3
41585180,319,3
50710947,61,1
3312276,125,0
750940597423602688,63,1
50145063,137,1
53817985,84,1
39866812,125,1
1223224171657956608,58,1
6590570,136,1
7645359,109,1
729000632141002624,118,1
626327629962215168,116,1
1093648989560593536,125,1
612991065549809792,105,1
14982260,170,1
1055804351964620544,122,2
32242139,247,1
715016585645632768,113,1
713008213144612864,120,2
700690819241202688,154,1
4978241,185,1
856342584842710272,121,0
987735186033425408,36,1
10251082,300,2
22350243,200,1
35907916,28,1
893419014177589760,260,3
41681691,80,1
665096684159385600,169,1
1223219340695988992,58,1
1041621342095143168,99,1
626368815819350656,145,2
798797430485788800,210,3
