"id","price","review_scores_rating"
799414421319259136,225,5
932099943499845504,56,5
656572443194920448,60,4.86
645666659875635328,100,4.75
35548721,49,4.42
1097125624434587136,312,4.38
870319787566373120,92,4.8
689168899782649216,72,4.73
1020340862401523968,50,3
823814510650049792,115,5
559586504917827328,65,4.77
1102971605581262592,65,5
30003335,60,4.95
771766947230589312,69,4.58
918158720284859136,169,5
581858374016685056,295,4.92
65660,130,4.52
1095737290006810496,329,4.67
1016618958526024064,804,4.88
174966,2500,4.96
1149502068664672256,123,3
699799295716034688,120,4.82
49089593,218,5
49294132,150,5
954299772270320512,326,4.9
36875336,55,4.94
726146340579191808,165,4.97
559619308472416448,63,4.88
694814715305886720,90,5
19326306,40,4.56
640436833654251008,55,4.25
597938230465576704,160,4.9
50623654,210,5
568715568448775360,58,4.91
52766414,200,4.86
616588223686232576,64,2
1215627,157,4.84
38486378,636,4.48
6422511,90,4.76
52656590,87,5
12114040,87,4.7
712271296660203008,129,4.87
22634088,46,4.97
50797765,125,4.87
48936871,489,4.61
837800636838438272,90,4.86
886123877714493312,90,5
740654894919684736,600,5
39280356,120,4.5
877622101671250688,120,4.64
50975371,78,4.5
32502180,115,4.87
770483747373569408,95,4.86
46414174,104,4.8
811794915460622848,410,4.95
17512466,155,4.5
782868550918058496,179,4.96
1025666312048448896,74,5
778574542530282496,40,5
35646199,75,4.75
795567016276992512,110,5
722231135355864960,402,4.76
12645495,175,4.99
30681498,68,4.72
731214915263523328,50,4.59
888551200498958464,40,4.25
53065241,225,4.96
31537701,257,5
903013004337597568,75,4.75
833310434929138944,99,5
569183451383157184,84,4.78
692700316570921728,70,4.7
38871574,60,4.67
706785767610887296,220,4.5
821694666164845184,150,4.86
26165109,200,5
52861792,345,4.73
747776875953526784,49,4.27
868171732866655488,50,4
709538422466881664,150,3.4
835628809880515456,100,5
2415563,65,4.73
886939753063835904,160,3.75
17265284,289,4.98
24987685,135,4.69
5020687,85,4.87
741416829933711744,70,4.65
736139385311072384,94,5
742714386869902208,55,5
850082047929987968,75,4.97
733181162645787008,250,4.81
35513883,60,4.91
14452731,89,4.73
53079605,45,4.89
779849998311560192,185,4.5
832509966155692416,74,3
1084339111065922432,120,5
605057284037163136,325,4.38
17277167,85,5
8589729,220,4.87
1084828217755385984,137,4.93
793471885965153024,66,5
763948654655084544,157,4.83
700731410900565760,189,4.8
594278892712646656,490,4.87
53413454,175,4.97
53784778,120,4.25
26803556,175,4.96
786353625151565440,145,4.76
19596021,205,5
1082456808583651200,115,4.57
751003075015712640,170,4.9
5276602,70,4.94
51109929,95,4.76
13857291,72,4.95
842303573357572992,124,5
603323604235900928,49,5
877488570974003968,104,5
48978779,48,4.38
692345486097351680,38,5
958148812089033216,85,5
51149917,45,4.56
785614258641560448,38,4.45
670401205229303168,75,4.5
729901170307417856,55,5
992288056003104896,89,5
13100726,245,4.57
45951781,32,4
1011205237072667904,125,5
9858717,47,4.86
38198444,58,4.83
1100587149730621952,40,5
9919728,328,4.33
864981,47,4.94
796553153836337152,150,5
18993091,75,4.94
53696990,139,4
15467130,100,5
21973105,36,5
940116,47,4.94
10282307,210,4.85
800784650035007744,188,4.86
19294842,55,4.78
46169958,49,4.83
1095599916245109760,38,5
548963764109682368,210,5
39587759,90,5
727067452156246400,120,4.89
791371524330750336,47,2
47077578,46,4.75
883607653341164672,56,4
843182778674338304,214,4.18
36981285,61,4.93
698952060530193536,124,2
1390964,180,5
9116018,75,4.95
6071870,50,5
774826768451201664,170,5
932865847860645632,87,4.58
50999787,98,5
52258307,58,5
30349066,150,5
4355934,47,4.68
670508782333755776,55,4.79
548559882209685184,112,4.86
1152972711471489024,281,5
40067442,95,5
724835120949186176,325,5
939855522492183680,60,4.43
49319626,45,4.61
35672714,125,4.66
24468390,71,5
920867558233350912,42,5
26560159,126,4.83
582466438103478016,121,4.84
40397243,82,5
51205263,440,4.91
33873780,325,4.96
52827359,52,4.78
675637354003240192,160,4.8
687654908406137984,60,4.81
45688889,600,4.65
1079152229019153536,292,5
1121085931719332352,487,5
1026222232281055616,293,5
4233006,61,4.68
16380794,192,4.92
770130015451026176,160,4.46
737043235799509376,130,4.89
739353430791373440,180,4.25
745640311964628480,55,5
742782792117753088,150,4.84
812963637210020992,111,4.77
46705156,125,4.75
50586925,32,5
11302521,66,5
690537802369649920,130,4.86
21745569,92,4.57
692810208844930048,117,4.84
954345002932549504,283,5
752124019330703872,173,4.72
51494382,79,5
786915040612156928,70,4.96
1100587404542771584,40,5
792013979965554048,48,3.25
4140776,45,4.46
627209991370408192,75,5
804468188565214848,185,4.83
42586407,70,4.83
658932,74,4.81
37971614,108,4.89
611470894386067968,430,4.93
963052675248418688,450,4.76
2686412,78,4.82
25448433,60,4.82
30756898,63,4.94
1174665140305981696,177,4.88
31854564,99,4.67
39016717,115,5
31221559,40,4.89
821872067238466816,35,4.5
16873148,171,4.82
839890870797460480,47,4
709989735145005440,70,4.53
51195659,140,5
45721454,73,4.6
27606552,76,4.81
3431922,38,4.67
1073780,120,4.58
43961545,132,4.95
52492455,167,4.94
491123,138,4.83
27329928,68,4.94
1155640211606196224,171,4.09
24206044,150,4.92
845596919658541184,48,5
7891403,285,4.85
1831227,121,4.43
27570074,375,4.9
41585180,319,4.75
3312276,125,4.55
750940597423602688,63,4.76
50145063,137,4.98
53817985,84,4.86
39866812,125,5
6590570,136,4.86
7645359,109,4.64
729000632141002624,118,4.49
626327629962215168,116,4.61
612991065549809792,105,5
14982260,170,4.95
32242139,247,4.89
715016585645632768,113,4.5
713008213144612864,120,4.76
700690819241202688,154,4.25
4978241,185,4.88
856342584842710272,121,5
10251082,300,4.96
22350243,200,4.82
35907916,28,4.8
893419014177589760,260,4.71
665096684159385600,169,5
626368815819350656,145,4.48
798797430485788800,210,4.95
897191045434321920,90,5
13507341,90,4.71
9526314,150,4.92
997912097450161408,141,5
11234747,136,4.91
926312864566891776,180,5
52703094,65,4.85
39485765,90,4.98
21541423,97,4.78
52421812,140,4.87
936142626413916032,107,4.63
52366169,176,4.98
24968131,70,4.79
21434692,150,4.72
27329048,58,5
858375248220142336,40,4
4060446,93,4.86
41769297,115,5
750953796684262272,82,4.85
48422033,75,4.78
33999874,51,4.83
49072113,155,4.87
49211825,70,4.63
576217808263109184,225,4.86
891410283784110592,179,5
43820586,43,4
702234705476101376,115,4.96
40680003,130,4.98
53135888,150,4.94
862309807710272640,285,4.57
47181377,75,4.82
43230953,89,4.6
1048749148249520640,81,4.73
52830424,96,5
48959233,80,5
692641654304732928,70,4.85
52638214,199,4.45
1070901052420848512,244,4.87
876235231260401280,400,4.86
47939524,62,4.81
1392079,125,4.73
47181832,75,4.83
715579236224105600,275,4.95
832116320078489600,100,1
659524468137662208,140,4.95
953884582009992960,214,4.54
9450180,72,4.79
50643599,180,4.97
729242862958356608,259,4.84
1127602729188176256,129,4.42
729851909412860032,50,4.43
766254098303221760,79,4.97
918299351414917632,121,4.81
41124781,129,4.8
15672256,140,5
786153051297683072,146,4.96
54307163,299,4
26010424,85,4.75
956572242219688832,108,5
963116369097877632,367,4.62
22076359,390,4.83
719054235443116288,356,5
44020205,195,4.97
724285328464936192,32,4
775328752462827136,319,4.29
53560560,114,5
568772914092580224,118,4.67
15483201,111,4.76
411918,190,4.77
44722548,67,4.51
53306350,147,4.81
45809231,121,4.88
14222252,75,4.73
990528204399198848,226,5
4169094,90,4.76
798903602556343040,115,4.57
2400614,195,4.9
692759176797642112,70,4.74
53786471,125,4.47
8274931,75,4.81
618916,200,4.85
17569080,220,5
936138035059084544,105,4.74
33974640,53,4.73
5931103,165,4.9
3465604,375,4.75
44353711,175,4.47
24692025,200,4.8
51472940,200,4.93
35829570,245,4.87
13724284,173,4.88
15482966,78,5
860827,150,4.84
23288667,250,4.21
36004196,158,5
34370821,62,4.75
774639072103641216,140,4.88
26755702,54,4.9
41811144,105,4.95
763256920991512320,173,5
37084569,80,4.78
692200007832969600,39,4
47179119,120,4.74
51793102,80,4.72
1137873296054374400,129,4.1
650204531120073472,117,4.5
49416452,60,4.92
692176567479202304,36,4
918404144849811200,98,5
736139658330793728,700,4.96
692726447958336768,70,4.77
52145241,150,5
664572843276859648,101,5
1026683,88,4.78
883176015603021696,350,4.89
50957892,98,4
13980911,55,4.72
8629731,553,4.93
774843999742350080,194,4.86
22909900,129,4.98
862530950184425472,47,5
25112819,315,4.77
641355980552957312,120,4.95
31897516,170,4.71
39535241,350,4.53
763125103285604224,210,4.88
926278118317339776,133,4.73
52755449,160,4.78
879771134886001280,150,5
715020931107317760,123,4.78
684960054251261952,136,4.79
660679787049260800,325,4.71
31857472,80,4.75
899752796158016640,180,4.9
10086307,226,4.85
888427264448464384,159,4.9
48848698,139,5
54307170,155,4.29
987646006992781952,110,4.33
543792,60,4.74
22514608,107,4.84
926751884700611456,103,4.57
513343,125,5
4026150,80,4.73
676810214656585472,54,3.75
621763568649914496,160,4.71
730539617976108800,55,5
695993097350720896,58,5
30811789,125,4.85
869351964326385664,125,5
53373979,74,4.94
778961842180097536,303,5
816888,67,4.68
31861671,109,4.69
47874401,250,4.7
23785875,300,4.84
49287294,150,5
28965609,249,4.96
47767712,37,4.2
49125621,115,4.91
807905405566350848,64,4.48
904639583559716224,75,4.27
9751043,190,4.78
54083128,50,4.9
918239,100,4.75
9370370,70,4.72
47181087,75,4.86
1984486,135,4.72
894236663009316736,40,5
558941566399441664,200,4.45
24366897,120,4.67
11872337,149,4.93
692677180661715072,70,4.66
30084269,120,4.8
811090179019174784,76,4.71
20480983,91,4.78
698893427097590400,248,5
48111332,35,5
13388649,149,4.92
43161885,216,4.66
598371691339736960,350,4.91
860788937069153024,66,4
7053815,400,4.8
1129223028245510272,129,4.2
644391116758129536,125,5
6460353,157,4.68
33999377,50,4.68
936124309654742016,108,4.62
21709727,699,4.92
897323444335573632,120,3.88
1151343,95,4.86
37323360,226,4.72
4823386,128,4.75
824642500642437376,160,5
1010722076697864960,95,5
915896747275039104,269,4.88
33974777,45,4.69
45688536,441,4.44
18432894,228,4.81
42405152,105,4.55
40095318,70,5
27166833,115,3
939121148158704000,125,5
20886432,85,4.98
30769129,255,4.87
21694908,219,4.93
712259421592289920,165,5
45609412,175,4.5
667070287508491392,54,4.75
939074435097007616,367,4.79
672459717259106816,250,4.8
978962051986018048,99,5
27503062,33,4.6
867404878141992448,140,4.9
1053905812534942848,175,4.88
51040232,120,4.7
656388033574218752,150,4.32
862309799594851968,245,4.33
37494611,320,4.97
40407291,120,4.67
53934304,298,4.93
112435,95,4.63
1075959810647692800,100,5
33974082,65,4.55
990208,149,4.65
663746111895282432,100,4.45
27136639,80,5
942787222654669056,100,5
3850493,143,4.79
14489615,300,4.8
819414242602084608,80,4.89
591969184938312704,171,4.95
1171907062596212480,300,5
45926800,200,4.71
18629154,105,4.92
837909730353865216,320,5
31204536,149,4.72
14262383,123,4.83
556365927024053120,105,4.85
707250744053305856,110,4.89
35655950,89,4.97
17515734,159,4.91
667347787528220672,87,4.92
993701958252290560,134,4.88
591485868352836864,190,4.91
41007370,50,5
31839994,207,4.78
35409445,208,4.92
791200059474381824,179,5
1022570041168235904,150,5
28138470,99,4.91
22321716,95,4.73
2089226,88,4.81
549026772417423168,363,4.77
665138527790480000,123,4.93
36141106,160,4.97
988530577928351744,549,4.88
839011785416234752,135,5
755389547492464384,180,4.9
408983,415,4.77
36660274,58,4.8
38494298,120,4.82
17378609,65,4.95
53286280,75,5
52585129,80,4.89
709391679242227840,55,4.63
39543637,150,4.43
51985589,108,4.88
723456435927632000,135,4.93
865792496837867392,347,4.9
3758296,128,4.82
827798633571141120,111,5
734299289826980992,80,5
644365316106799104,50,4.7
1010886192679452416,136,4.9
5013564,110,4.56
51387550,65,4.92
801447078817471616,210,4.89
51565221,150,4.87
1918693,143,4.83
752408572450230400,225,5
5579240,74,4.85
47293809,180,4.9
12592427,99,4.91
8133275,90,4.71
52668079,125,5
1140518996863305600,210,5
50496178,150,4.56
692378138313449984,42,5
625470772596139904,90,4.73
938652341400092928,105,5
839904583057491072,94,4.94
845820996652390656,119,4.72
45399393,325,5
676955867231155840,328,4.5
736475488679965312,49,4.28
864414440563027328,240,4.89
3103596,48,5
49341125,130,4.67
705960660317173504,234,4.99
36659812,55,4.71
858348631288023808,40,5
2508374,300,4.59
37085302,155,4.84
35575345,36,5
683523642121128832,214,4.9
931997212799351424,85,4.62
897622871165712000,135,5
27359696,65,4.73
53088652,114,4.37
779010937952266752,90,4.8
1024611102410531840,309,4.93
896178972601608704,123,4.92
14506036,245,4.63
755230315036947968,100,4.58
40915004,87,4.86
27359897,52,4.83
53021262,39,4.74
20044329,150,4.86
590157685038987776,51,4.2
8967396,165,4.33
50447076,40,4.97
690070364410526464,178,4.81
38866096,60,4.73
1182928464631855616,52,5
655339007497638528,238,4.81
9788114,99,4.78
3360707,40,4.54
712317270824039040,53,4.92
705325745169833728,55,4.68
766760101825533824,68,4.33
23756498,175,4.81
958909593719491584,225,3.5
847982758332013440,100,4.58
7436186,110,4.93
801478784227176320,210,4.6
858375339865080448,39,5
9708577,370,4.87
21778446,182,5
745717159444274944,200,4.95
10142499,80,4.87
31732450,55,4.94
37253565,52,4.69
50177212,95,4.45
805097623277517056,165,4.59
907528228019359616,60,4
1068912065584586624,385,5
625519191136597376,99,4.7
1164671590352488192,154,4.93
17731891,250,4.94
54352197,97,4.97
37260475,144,4.93
694958372781022976,100,3
53890468,201,5
51386433,85,4.97
18215065,65,4.82
984899538580270464,70,5
671123801706291840,113,4.93
773602850831222272,152,4.79
5150206,115,4.92
714820895011326464,123,5
33135950,250,4.96
936130644061300992,102,4.72
747005133469053184,286,5
822597665094988160,70,4.92
2700296,110,4.77
18657204,190,4.9
4556564,74,4.93
669124977887839232,250,4.64
885214491668212864,129,4.58
35224560,200,4.83
1199514138140820736,66,5
983263497821159168,191,3.5
721912126539392256,405,4.96
52886556,65,4.71
705004710308579584,400,4.79
772596782067442560,80,5
1167995766552835328,112,5
732676772301128320,60,4.87
41151871,189,4.85
44802224,66,5
18565752,135,4.71
2151479,180,4.81
48549263,90,4.67
17174519,649,4.93
1153591604915958272,349,4.67
1491991,190,4.85
16867024,300,4.7
44662666,66,4.8
128975,120,4.63
994348432541595136,215,4.58
39951152,55,4.83
9863045,194,4.61
728974638707556224,200,5
25963570,135,4.75
4549557,199,4.33
37937595,55,4.86
30398373,314,4.84
1258651,289,4.87
42975689,199,4.76
760385181815939584,261,4.84
26660828,150,5
20333831,106,4.87
29993012,110,4.95
39921115,189,5
1073999228524160128,72,5
43303056,115,4.58
792797538929761280,284,5
3710685,126,4.63
808151077351402880,128,5
969675031818823808,222,5
1081941463780204544,68,5
658567847166417408,190,4.72
856918,73,4.56
918355450872351616,263,4.6
1086297495834546304,130,5
22026830,120,4.84
50245157,220,4.75
817955264395137920,210,4.87
250536,125,5
3760029,150,4.75
1125496033302845696,392,4.5
581411547269622400,119,4.67
7860155,165,4.86
786136894869462272,170,4.93
815218881748870400,134,4.64
1156658607250716160,388,5
17495862,70,4.89
1001533760739742080,163,4.82
1181207196979762688,39,1
19673107,199,5
15507375,59,4.74
30929920,400,4.83
51575334,115,4.85
954968669432641536,41,4.5
49976968,178,4.91
12027791,126,4.67
52267684,259,4.98
574069389069400128,253,4.89
15506009,240,4.83
908634322847816448,45,4.33
5606308,361,4.84
44560298,115,5
53113382,140,4.33
50702550,119,4.59
